rating,text,date,trip_type,date_status
5,"We had a lovely evening. The service was very accommodating and very attentive. The hot stone and the quality of the meat was just perfect.

Always happy 👍",May 2025,Couples,date_with_label
5,Lovely welcoming staff and atmosphere food delicious really wonderful place highly recommend this restaurant in Amsterdam,May 2025,Couples,date_with_label
5,"It was so good ! I ate the mix grill  it was awesome.My wife ate the avocado burger and she loved it.So basically it’s a good restaurant to eat in family,friends or couples. The prices were good and waitresses were kind.",May 2025,Family,date_with_label
5,"Beautiful steak. Beautiful wine. Beautiful waitress. 

Valera looked after us and made sure that we had everything we needed. The Merlot was really nice. We had the sharing meat with steak and lamb. Lovely. The mushroom soup was also great. Thanks for a lovely experience x",May 2025,Friends,date_with_label
5,Magda!!! She MADE OUR visit. And the food was AMAZING.  She was attentive and the food was absolutely perfect. Fresh and cooked to perfection.,May 2025,Couples,date_with_label
5,"It was the perfect spot for dinner. The service was amazing, the food was so fresh and delicious. Would definitely recommend it.",May 2025,Family,date_with_label
5,We ate very good steak there. There are several cuts to choose from. Our steaks were served on a hot stone and had to be cooked by ourselves to the desired level. The side dishes were also very good. For a dessert we had a waffle with ice cream and Nutella. The service was also very nice and attentive. A successful evening!,Apr 2025,Couples,date_with_label
5,"This place is amazing! From the atmosphere to the food, I could not fault anything.
Magda greeted us and was a fabulous hostess but all the staff were very friendly and attentive. I had the steak which I cooked on the stone following Magda’s instructions. BEST STEAK I’VE EVER EATEN! We managed to squeeze in desserts too which were delicious. 
Cannot recommend this restaurant highly enough. It’s not just the food, it’s the whole experience.",Apr 2025,Family,date_with_label
5,"Best spot in Amsterdam.  Food is on point and fresh.  The Stone Grill concept is definity interesting.  Magda the owner made our visit even more memorable.

Our new go to place in the heart of Amsterdam.",Apr 2025,Family,date_with_label
5,Great atmosphere. We were a group of 7 that showed an hour early and they took great care of us. The meal was excellent.  We had the 3 course option.,Apr 2025,Friends,date_with_label
4,"Warm atmosphere 
Very smiling and efficient female service.
Good meat ,at 7:30 pm c is complete .a large table in the center for 14 people and small tables around .",Apr 2025,Friends,date_with_label
5,Delicious food the food was quick and was also nice to prepare your own meat at the table friendly service definitely worth repeating!,Apr 2025,Couples,date_with_label
5,"The food and drinks were amazing!!  Would highly recommend to anyone! Everyone was super friendly, and there was excellent service!!",Apr 2025,Couples,date_with_label
5,"It was really delicious and if you're looking for good meat and good service in Amsterdam, check it out. Chateaubriand is my boy 🫶🏽",Apr 2025,Couples,date_with_label
5,"The food was amazing and the service from Magda was very friendly and helpful.
The meat was delicious and very easy to cook on stone.",Apr 2025,Friends,date_with_label
5,"An amazing spot with incredible flavors — everything we tried was delicious, including the starters. The service and hospitality were absolutely perfect. A special thank you to our waitress, Magda, who took great care in organizing the surprise for the bride-to-be. Highly recommended!",Apr 2025,Friends,date_with_label
5,"What a great meal!  It’s really all about the meat but our bread and caprese salads and mushroom soups were delightful starters.  Several got the mixed grill and I don’t know whether the ribeye, tenderloin or lamb chop was better.  They were all delicious. And while I don’t normally like sauce, they were perfect compliments.  Someone also got the salmon and tuna, both of which were wonderful.  And the fries were perfectly cooked.  Desert was terrific as well.  And the wine list was solid.  Especially for the money, it was amazing. Highly recommended.",Apr 2025,Family,date_with_label
5,Interesting dining concept. Very good steak and service was very nice. Martha was kind and friendly along with other staff. Cook you steak at your table and it was all delicious. Great find!,Apr 2025,Family,date_with_label
5,"The food and ambience here are amazing! The service was excellent. We had no reservation and they still seated us with a very short wait. Perfect way to end our vacation! Our server, Magda, was wonderful.",Apr 2025,Couples,date_with_label
5,"I would highly recommend this place, the steak was amazing! I would advise to book as it gets busy. It is also very reasonably priced.",Apr 2025,Family,date_with_label
5,Magda was a wonderful server and she made it a very happy and fun experience. The steak on the hot stone was delicious and the grilled vegetable side was perfectly cooked. My uncle loved his salmon and roasted potatoes. Auntie had a huge burger. We all truly enjoyed it and appreciated Magda’s hospitality!,Apr 2025,Family,date_with_label
5,Went with our two children for dinner…(walking through the neighborhood and popped in because we were hungry). Drinks were great. Food was excellent. Everyone was happy. Service was excellent too. Charming inside.,Apr 2025,Family,date_with_label
5,"Amazing! There are no other words. We had not booked but we were obviously lucky, the room was full. The meat is delicious, the service is impeccable and the setting charming. What more can I ask? It's a flawless one!",Apr 2025,Friends,date_with_label
5,"Friendly and helpful staff to explain how everything works. Correct prices for what you eat; maybe a bit expensive water, but then again like everywhere in Amsterdam, so I don’t put it as a malus",Apr 2025,Friends,date_with_label
5,"It was beautiful:) the food was perfect, the service so friendly, warm and accommodating. The tiramisu rounded everything off perfectly. Many thanks to the whole team ❤️",Apr 2025,Couples,date_with_label
5,Excellent food and experience all around. I would recommend coming here for a quickish bite or a full on date night. Great people.,Apr 2025,Couples,date_with_label
3,"Quality Excellent meat but too intense aromas in the marinade that to our taste have disturbed the dish, chips absolutely to improve, Fast service , Correct price
Nice that you cook your meat at the table on the griddle, but inevitably a little smell on your clothes remains",Apr 2025,Family,date_with_label
5,"Gorgeous beef, friendly staff, and a relaxed atmosphere made for an excellent night out. Our German, Swiss, British and Canadian family loved our meals! 😊⭐️⭐️⭐️⭐️⭐️",Apr 2025,Family,date_with_label
4,"This restaurant ouzes steaks - and they were great. The meat is very tender and tasty along with the dip. The smell of meat on the grill is absolutely excellent.

Great place for dining with family and friends.
If bringing kids in the evening be aware the restaurant is located close to the “Red Light District Offices”

The staff is very friendly but checkout was a bit slow. A bit more attention would have been nice.",Apr 2025,Family,date_with_label
5,"We had a great dinner. Amazing meat.
Kind of fun to cook it at the table. That also made it impossible to blame any chef for overcooking any of the steakt.
I had a t-bone and my wife a tendeloun steak.
Both in super good quality. 
We will fore sure come back",Apr 2025,Couples,date_with_label
5,"We were met by Valerie her smile and welcome set the tone for the night. 

The service was great the food was excellent. 

I would definitely recommend you visit this place",Apr 2025,Family,date_with_label
5,"Beautiful steak
We had t bone and the rump steak and the rib eye. Best steak we have tasted in a very long time. Will come back!",Apr 2025,Family,date_with_label
5,"Price quality top, a gem. The tuna steak was of super quality and the fries were unsuitable chips slices with great sauces. The burgers weren't inferior to the steaks. Cheesecake Delicious",Apr 2025,Family,date_with_label
5,The restaurant was very accommodating to our family of 5! Food was amazing and even got asked by our 11 yo to go back for his birthday dinner! Thank you for two wonderful evenings!,Apr 2025,Family,date_with_label
5,We got the sampler meat for two and it was delicious. You cook it yourself at the table so you can have it anyway you like. I was especially blown away at the taste of the lamb. The lamb is from Netherlands and it was the best I’ve ever tasted,Apr 2025,Couples,date_with_label
5,Very nice restaurant! Gentle staff! We got lemon cellophane at the end! Very beautiful experience!!!!!!!!!,Apr 2025,Solo,date_with_label
5,"The staff, atmosphere and food were wonderful. Had a great time! Dessert was my husbands favorite part.  I had an espresso martini for dessert!",Apr 2025,Family,date_with_label
5,"Beautiful food, lovely staff, would highly recommend. Had the surf and turf and the mixed grill for 1.  Loved cooking on the stone.",Apr 2025,Couples,date_with_label
5,An amazing experience!! A quality meat a staff of the thunder!! Go ahead with your eyes closed! Really it’s the top,Apr 2025,Couples,date_with_label
5,"Pleasant and warm place, the waitresses were very attentive and as my birthday I was surprised with a brilliant candle and a birthday greeting to my day. 
Lovely place and I will be back for sure.
Thanks a lot!",Apr 2025,Couples,date_with_label
3,"The food was after we had to give it back because it was cold, good however we have to make compromises in the general cleanliness especially the toilet facility of the women left much to be desired. The staff was extremely friendly and accommodating.",Apr 2025,Couples,date_with_label
4,"Excellent steak and service, the choices were good and well explained and the service very friendly and efficient. We opted for potatoes we, would have preferred mash but that's a personal preference.",Apr 2025,Couples,date_with_label
5,"Made a reservation for 7pm and was seated straight away! Fast service and delicious food, service was fabulous and was very tentative to it being my 30th birthday!",Apr 2025,Friends,date_with_label
5,Burgers was the nicest burgers we’ve ever had. Full of flavour & so juicy would highly recommend. Would definitely come again.,Apr 2025,Couples,date_with_label
5,We celebrated their father's birthday with our kids! What a wonderful food and what a good service! We will definitely be back! Thanks for the great evening!,Apr 2025,Family,date_with_label
5,Very happy I came here the service was very good I choose here for my bday the food was great and so was the cheese cake thanks again see you soon,Apr 2025,Friends,date_with_label
3,"Dear 309vittorioa,

Thank you for visiting us and we are happy to hear that you have enjoyed the food. We have ventilation working the whole day to make the air as fresh and clean as possible so you come and go without the smell in your clothe. Secondly we close sunday at 10pm and we left you longer so you can finish your last drink. We have quality and service as our top priority and we hope to welcome you again in the near future!

Team DAY'S",Mar 2025,Couples,date_with_label
5,Valerie gave us the most wonderful service on our first night in Amsterdam. I’d read the reviews but they really don’t do this place justice. Incredible service and food from the outset. Definitely book!,Mar 2025,Family,date_with_label
4,"A beautiful meal 

Nice quality food even though you cook the steak yourself 

My only gripe . It felt a bit rushed 

3 of our party had finished eating . I hadn’t . 3 waitresses within a space of a minute asked to clear the table 

I was still eating !",Mar 2025,Couples,date_with_label
5,"What a fantastic steak house which we visited following reading the recommendations on here.
Great staff, great atmosphere and great food. Highly recommended!",Mar 2025,Couples,date_with_label
5,"We searched and searched online for a steakhouse to try while visiting Amsterdam, we stumbled apon Days 1870 and were so pleasantly greeted with a fantastic experience. Valerie was such a delight as well, will be back and will recommend!",Mar 2025,Couples,date_with_label
5,"I had an amazing dining experience here! The steak was cooked to perfection—tender, juicy, and full of flavor. On top of that, the staff was absolutely fantastic—friendly, attentive, and made sure everything was perfect. Highly recommend this place for a great meal and top-notch service!",Mar 2025,Family,date_with_label
5,"Amazing food with amazing staff, would recommend to everyone to eat here.
Ive had a tenderloin steak that was tender as butter",Mar 2025,Family,date_with_label
5,"We ordered Black Angus burger and Porterhouse Steak. Both dishes were delicious, but especially the steak and the way it was served to us, was really special.
The service was impeccable; Magda, our server was very helpful, attentive, and anticipated our every need.",Mar 2025,Couples,date_with_label
5,"What a steak! - went by searching for a steak house what a unique way to have a steak! Brought to you and you cook it yourself. 

Service and atmosphere great would 100% recommend on the quirkiness.",Mar 2025,Couples,date_with_label
5,We had the most amazing visit. Service was fantastic and the steak exceptional. A must visit if in the area. Perfect location to enjoy a few drinks in local bars.,Mar 2025,Couples,date_with_label
5,We ordered the grilled salmon and the fish & chips- both were delish! We also had a bottle of wine and had a wonderful experience.,Mar 2025,Family,date_with_label
5,Delicious food! The service was great. Very quickly served and also super friendly staff. The meat was very tender and actually everything was tasty.,Mar 2025,Couples,date_with_label
4,"Menu with few choices but meets all needs a little. A place with young and kind staff, suitable maybe younger. Even the price is ok",Mar 2025,Family,date_with_label
5,Delicious meals and top service. Thank you for the welcome. We will gladly return during a future stay. Do not hesitate to try.,Mar 2025,Couples,date_with_label
2,"Dear Safari786427,

Thanky ou for coming at our restaurant and we are sorry to hear that you didn't enjoy the food. However we have service and quality as our top priority and we ask each guest with each course if everything is alright and as you didn't mentioned anything we couldn't take any actions for you. All our steaks are fresh and from very high quality. The fact that we give you the steaks on the stone raw means that we are assure of the quality that we give. In comparison with price and quality we are actually hearing that we are cheap.
However we hope to welcome you in again in the near future!

Team DAY'S",Mar 2025,Family,date_with_label
5,"Amazing dinner, the meat was great and very big portions and very kind staff i absolutely loved this Place and recommand",Mar 2025,Friends,date_with_label
5,"Very good meat, very cozy informal place. Great value for money, definitely recommended!",Mar 2025,Friends,date_with_label
5,"5 stars for this place, great food, staff very friendly and a relaxed atmosphere, even if it’s out of your way it’s well worth a visit, you will not be disappointed",Mar 2025,Couples,date_with_label
5,"We visited the restaurant with two children. It was an experience, delicious and very friendly! We would definitely come back!",Mar 2025,Family,date_with_label
5,"Very good food!! Excellent meat that is baked in front of you. The place is warm, quiet and with aesthetic.. The staff excellent and very polite and especially the girl from Greece. I wish we could come back again. I recommend it without a second thought...",Mar 2025,Couples,date_with_label
5,"Delicious steaks and excellent service. Couldn’t be happier. If you want a steak in Amsterdam, this is the place to go to!",Mar 2025,Solo,date_with_label
5,"Excellent, thoroughly recommend. Nice atmosphere and dining experience. Cook your steak to your liking on the hot stone grill!",Mar 2025,Couples,date_with_label
5,"Fantastic food, excellent service. Highly recommended for a great dining experience. Make sure to make this a place to eat.",Mar 2025,Business,date_with_label
5,"Great spot for a casual night and lovely waitresses! The place was very cosy, not too nosy so perfect to have conversations. The service was impeccable, it went fast and we ate well.",Mar 2025,Family,date_with_label
5,"The service is exceptional and attentive…the quality of steak is excellent, and the overall experience is far more exciting and engaging than the average steakhouse experience.",Mar 2025,Solo,date_with_label
5,Absolutely stunning food! A must do. We had the soup to start - very tasty. Then we had the mixed grill for 2. WOW the flavours on the meats were sensational,Mar 2025,Couples,date_with_label
4,"Good steaks, quality meat.
Didn't like having to fry the meat yourself. It's up to a professional to do it anyway.  Meat fat flies and smells like all the clothes after a dinner like this. Waiters need to be warned about the width of the steak, thick chunks are not easy to roast.
Grilled semga was impressive.
Be sure to reserve a table, as without a reservation it is difficult to get",Mar 2025,Family,date_with_label
5,"Would highly recommend this restaurant very attentive and beautiful food and such god value for money , you must visit !!",Mar 2025,Couples,date_with_label
5,"We had dinner consisting of a 1kg rib-eye, a burger, and some side dishes. Since we asked, we followed Magda’s recommendation for the rib-eye, and we were amazed—fresh and delicious meat grilled right in front of us on a hot stone! Beyond the incredible taste, the experience itself was also amazing! 
The staff is also very friendly and the service is very very good!",Mar 2025,Couples,date_with_label
5,"We were lucky enough to get a table at short notice and were thrilled. There is a wide selection of different beefcuts, where the origin of the meat is also pointed out.
The meat is served raw with a hot stone, so you can cook it after staying. The side dishes are ordered separately according to your own wishes. Also the ordered burger was very delicious. 
The service was super friendly and accommodating.",Mar 2025,Couples,date_with_label
3,The food was VERY average. If I’m paying this much money I don’t expect to cook my own (unseasoned steak). The staff were nice but there was a constant ringing which made me question my life. I also left smelling like moldy cattle.,Mar 2025,Friends,date_with_label
5,"Fantastic steak house. Excellent quality. We had Surf and turf and tbone, fries and peppercorn sauce as a side. It’s an experience as you cook the meat yourself on a grill at the table. Advise from staff who were very attentive. Really lovely meal. 1 cocktail and a Heineken around £80/€90",Mar 2025,Couples,date_with_label
5,"Great atmosphere and great friendly staff, and of course the Wagu burgers we had were perfect. Definitely our ‘go to’ place for steak when we’re next in Amsterdam",Mar 2025,Couples,date_with_label
5,"This place is absolutely amazing!! In fact, so amazing that we ate here twice in one week on our vacation.  Cool vibe, great service, and awesome food.  We hope to be back in the future!",Mar 2025,Couples,date_with_label
5,"Amazing night, and incredible food!! Reasonably priced and lovely atmosphere. Staff so welcoming.
Highly recommend to anyone.",Mar 2025,Couples,date_with_label
5,Ahhhmazing!! From the beginning to the end. Our 14vyear old son really enjoyed the experience of cooking his very own steak for the first time.  The staff was very accommodating and knowledgeable. It was our first time at a stone restaurant.  They explained it to us and we felt very comfortable cooking our own steaks after. 100% recommend!,Mar 2025,Family,date_with_label
5,"Excellent steak, wine, and service! This is an experience like none other that I’ve had in the states, where the steak comes on a stone cooked at the table. The closest I’ve seen is the Melting Pot",Mar 2025,Couples,date_with_label
5,"Really a very nice place, very nice people of staff nice food for resume bar!! Amazing!!! The four of us had a great night",Mar 2025,Friends,date_with_label
5,"Outstanding service and food!  We had the tenderloin and frites.  Perfectly seasoned and great with a glass of Malbec. Highly recommended if you are in Amsterdam.  Ask for Monica, she was fantastic!",Feb 2025,Couples,date_with_label
5,"Excellent! Very satisfied. Filet and burgers as delicious as never eaten before, great ambience, friendly staff",Feb 2025,Couples,date_with_label
5,"Amazing steak. Fresh, juicy and super tasty. There’s so many places to choose from in Amsterdam and we choose this one due to the reviews. We absolutely loved the steak and will be dreaming of that steak forever more. We’ve never done a cook your own style before but once we did it, I don’t think we can have someone else cook it for us again. Hot and not stood under a heat lamp or cold by the time it comes to you, cooked to just how you like it. Amazing. All the sauces were yummy and the bread and herby butter was delicious (which they kindly offered us on the house!) The servers were extremely tentative but not too much and it was a great experience! Thank you ☺️",Feb 2025,Couples,date_with_label
5,"lovely, welcoming staff and we had a great experience. our steak was delicious, the meat was perfect, and it was very easy to use the hot stones. would definitely come again",Feb 2025,Family,date_with_label
5,"Delicious, fun meal. Stone at the table cooked the food. We had the shrimp and mixed plate. Would highly recommend………..",Feb 2025,Family,date_with_label
5,Our steak was delicious and the service was exceptional. The fries were so well seasoned and crunchy… best ever! We finished off with the Tiramisu which was exquisite.,Feb 2025,Family,date_with_label
5,"Day’s 1870 Stone Grill is a fantastic place to eat top quality cuisine from around the world. We had an enjoyable and memorable experience, would come again!!",Feb 2025,Couples,date_with_label
5,"Came in early to be greeted by friendly staff. The food was absolutely on point. We ordered the Chateaubriand and it was probably the best I’ve had to date. Tender, and ready to be finalised on the red hot slate. Will definitely come back!",Feb 2025,Family,date_with_label
3,"Well we arrived early to the restaurant and were told to come back on time. I appreciate we were 20 minutes early.  Potentially I wanted a slightly more polite delivery of that message.  I didn’t take offence as I appreciate there are cultural differences where people can be direct without intending offence. 

The menu is extensive and with every form of steak you wish. 

The bit I missed when booking was that the Stone block is brought to the table for you to cook yourself.  I had chosen a T-Bone, which now in hindsight is not the most ideal.  I regard myself as a bit of a steak connoisseur.   So for me it was disappointing as the resting of the steak I regard as important as the cooking.  Equally I would normally baste my steaks etc.  this is cooked and eaten by you with no ability to do this. 

For me  it’s about the experience and not the taste.   The wine was reasonably priced, as well as a pleasant Malbec.   The waitresses were fine bar one point.  She told me she would return with a sharper knife to cut the bone out, she never returned. 

We both enjoyed the meal.  However, in hindsight I wish I booked elsewhere for a slightly more fine dining experience.  I appreciate not knowing what I was letting myself in for was my error not the restaurant’s.",Feb 2025,Couples,date_with_label
5,"Very good food, prepared on the hot stone just in front of you. Warm and friendly service, especially from Magda, who helped a lot in the ordering and preparing our meet. Definitely will visit again!!",Feb 2025,Couples,date_with_label
5,Really delicious. Staff was excellent. thank you for everything. Thank you again. Had hot with steak. Sauces were good,Feb 2025,Couples,date_with_label
5,Nice atmosphere. Meat of very good quality. Very nice and nice service. Food came nice and fast. Got a good spot,Feb 2025,Family,date_with_label
5,"Great meat, lovely crew, and the twin of Selma Omari works here, she is amazing! And so pretty…great food, nice ambiance, fast service.",Feb 2025,Friends,date_with_label
5,Excellent food and service. This was the 2nd time we were going to this restaurant over the past 2 years. One of the waitresses Magda is also Greek speaking and that was an add on. Highly recommended. You will not be disappointed!,Feb 2025,Business,date_with_label
5,"The food was delicious! The service was amazing, very helpful, and cheerful! Special thanks to Magda 🥳 totally recommend it!",Feb 2025,Family,date_with_label
5,The experience was beyond perfect! The food was excellent! Our hostess and waitress Magda went above and beyond to make us feel welcome and her service was exceptional! Bonus points for her Greek hospitality manners! 100/10 would definitely recommend!!!,Feb 2025,Couples,date_with_label
5,"Amazing food, staff were brilliant especially Valerie.
Would recommend to come here for a nice meal. 
So close to Central",Feb 2025,Family,date_with_label
5,"Absolutely amazing had a lovely romantic meal with my boyfriend , staff were absolutely 10/10 so polite and fast - Valerie especially very lovely and made sure everything was 5 star for us. Will be back again for sure",Feb 2025,Couples,date_with_label
5,"Excellent service.  Delicious food    What a wonderful evening.  Delicious burger and we had tenderloin steak tonight which was amazing, beautiful service from Valerie!",Feb 2025,Family,date_with_label
5,Food was superb. Service excellent. No wonder it’s in the top 5 best steak houses in Amsterdam. Fully recommend go for the tenderloin steak.,Feb 2025,Couples,date_with_label
5,"The beef ribs are amazing, the service with tact and elegance and a very friendly smile! 
A little away from the main tourist street and it's for the connoisseur 
I recommend 100%",Feb 2025,Business,date_with_label
5,Very good. Recommended for dates or a family outing. Had the rack of lamb myself that I could prepare on a hot plate. Fresh and tasty.,Feb 2025,Business,date_with_label
5,"Great atmosphere, friendly and very experienced staff with amazing customer service. The stone grill experience was absolutely fantastic! I never thought cooking my own steak would be some much fun! (And very warming on a cold night) What a great experience! I wish we had this experience in Western Australia",Feb 2025,Couples,date_with_label
3,"My wife and I went to Day’s Stone Grill based almost exclusively on Trip Advisor reviews and rankings - but for us the restaurant failed to hit the mark. Our biggest disappointment was that we had to cook our own protein - steak for me and shrimp for my wife. You order the steak and when you’re ready for the main course you get a wood tray with a blistering hot stone and the raw meat is put on the stone after a few instructions on how to get your preferred doneness. Now there are a lot of carnivores - some in my own family - who would love this. So if that’s you, by all means go for it. We just happen to prefer our restaurant experience to be good food, well-prepared by the restaurant, and brought to the table ready for eating. My one objective knock on Day’s Stone Grill is that it’s extremely noisy in the restaurant. I was sitting across the table from my wife and we practically had to text each other to have a conversation.

For the food we ate: bread with a garlic butter  was ok; mixed green salad - again just ok; shrimp, pretty good; tenderloin steak, very good; french fries , meh; other potatoes, pretty good; dessert (waffle deluxe), we couldn’t finish it because it had a really strong taste of oil.  The service was excellent. The servers were attentive and knew the menu well - our server answered every question we had and was unfailingly pleasant. Total bill for two people, including a large bottle of sparkling water and two glasses of Malbec: 108.45 euros.

Bottom line:  note to self; remember that if a place is highly rated and you don’t like it, look within.",Feb 2025,Couples,date_with_label
5,"Everything was amazing , people were nice,  busy so relax and enjoy and have a break. Good food and a nice variety in the menu with choices for everyone.",Jan 2025,Couples,date_with_label
3,"This restaurant is very near my hotel and look on TripAdvisor. I was astonished to see how many five star ratings there were so tempted to try it.
For the price and the reviews, I was expecting some high-end New York style steakhouse 
Unfortunately it’s not quite like that 

Here’s an idea  if you want to cook your own steak go to supermarket spend €8 on a steak go home and fry it in a pan or you can pay five times as much to do it sitting in this restaurant. You’ll get the same result  

I kind of get the concept, but I also don’t 
I don’t want to go to a restaurant and cook my own food 

The steaks were average they were not bad at all, but they weren’t amazing",Jan 2025,Solo,date_with_label
5,"All great!!!
Warm environment and amazing food, will definitely come again!
And Magda is excellent!!
All informative with a very beautiful smile!",Jan 2025,Couples,date_with_label
5,"Absolutely up to expectations! Wide choice of various types of meat and very high quality. You manage the cooking yourself since the meat you cook yourself on the griddle that bring you to the table!
Fair prices in line with the quality of the meat.
Optimal position if moving from the center",Jan 2025,Family,date_with_label
4,The food was delicious. The staff was professional and kind. The service was fast. The prize was reasonable for the quality of food. Good atmosphere.,Jan 2025,Family,date_with_label
5,Perfect store with absofckinglutely perfect meat!! The T-bone was amazing also the mushroon soup.. the girl who serve us (Magda) was very kind!!!,Jan 2025,Friends,date_with_label
5,"Very good store for meat, baked in volcanic plate, staff are pleasantly helpful and very polite!!! I highly recommend it!!!",Jan 2025,Friends,date_with_label
5,"Last minute decision to go to a steak restaurant, getting last booking at 9pm.  So glad we did as this place is popular and for very good reasons.
Great service, incredible food, including a little bit of table theatre.
My wife had a melt in the mouth burger, I had a beautiful tenderloin which cooked in front of me on a lava stone.  Beautiful.  Thanks to the wonderful staff 🙏
Highly recommended.",Jan 2025,Couples,date_with_label
5,This was an awesome steak place.  Magda did a great job!  She coached us on cooking our own steaks.  It was a great experience.  I may have found my new favorite place.,Jan 2025,Business,date_with_label
5,"Magda is awesome, best waitress! Great restaurant and amazing experience! The steak is always a great cut and it's cooked how you like it because you cook it. Would recommend",Jan 2025,Business,date_with_label
5,"Dear 301catherinep,

It was a real pleasure to welcome all of you and a honour to celebrate with you. We hope to welcome you again in the near future!
See you soon again!

Team DAY'S",Jan 2025,Family,date_with_label
5,"It was a great evening, due to the great service, which was very friendly and accommodating. At the beginning, the principle was explained immediately and after the order was placed, we didn’t have to wait long. The food (2x rump steak and potatoes) were excellent. Also the carpaccio as a starter was very delicious. We chose the restaurant especially to celebrate our anniversary and are very satisfied with the choice as it is quiet and cozy but not boring, accept music and volume and just a nice vibe - even for a romantic evening for 2. The dessert selection is small but fine and we would definitely get the cheesecake a second time. This restaurant is definitely worth a visit and we would recommend it.m",Jan 2025,Couples,date_with_label
5,The food was amazing. Me and my boyfriend got the côte de boeuf and it was delicious. The environment was very friendly and the staff were kind and caring. I missed the one staff member named valera but baf made it a great experience!! Xx,Jan 2025,Friends,date_with_label
5,"Dear philippV5471RL,
You make our DAY'S and it's our goal to make everybody happy. We are happy to hear that you have enjoyed it and we hope to welcome you again in the near future!
Team DAY'S",Jan 2025,Friends,date_with_label
5,"Great experience in this steakhouse! The meat was soft and of excellent quality, in the restaurant you can breathe a nice atmosphere and the evening was really pleasant. Much appreciated the complimentary limoncello:)!",Jan 2025,Couples,date_with_label
5,This place is consistently amazing! The steak is always tender and you can cook it however you want. I have been back at least 6 times. This is a must try!,Jan 2025,Friends,date_with_label
4,Great food and service. The steak on the stone was superb and the wine was good too.  I would recommend this restaurant to any couples.,Jan 2025,Couples,date_with_label
5,"Very nice experience , the staff is extremely accommodating and very friendly for Amsterdam, everything was explained and shown to us exactly! In addition, the meat quality is amazing!

Anytime again!",Jan 2025,Couples,date_with_label
5,"Very good quality! Super nice staff! Meat is served on a hot stone, so you can decide for yourself how it tastes best - it was really fun! 

All around a very successful evening and absolutely recommended!",Jan 2025,Couples,date_with_label
5,"Very nice place, great food, extremely friendly and courteous staff. They had a special courtesy for my son, cuddling him throughout lunch and offering him an ice cream. According to my son “the best hamburger in the world!”. Really to recommend!",Jan 2025,Family,date_with_label
5,"Dear C7575LSdanieleb,
You make our DAY'S and it's our goal to make everybody happy. We are happy to hear that you have enjoyed it and we hope to welcome you again in the near future!
Team DAY'S",Jan 2025,Family,date_with_label
4,Very good food and friendly service. The service is also very fast! Had a delicious steak with a highly recommended wine.,Jan 2025,Couples,date_with_label
5,"The service was fantastic, wherever the atmosphere benefited! The meat is of high quality with matching wine. Highly recommended!",Jan 2025,Couples,date_with_label
5,"The food was delicious.. lots of meat choice. 
 The staff is friendly. We would love to come back again. Highly recommended for everyone.",Jan 2025,Friends,date_with_label
5,The food was delicious! Staff super friendly. We will definitely be back. Highly recommended for everyone♡ also very good to find & lots of choice in terms of meat!,Jan 2025,Couples,date_with_label
5,"Dear 762ivob,
You make our DAY'S and it's our goal to make everybody happy. We are happy to hear that you have enjoyed it and we hope to welcome you again in the near future!
Team DAY'S",Jan 2025,Family,date_with_label
5,"Dear 430sachad,
You make our DAY'S and it's our goal to make everybody happy. We are happy to hear that you have enjoyed it and we hope to welcome you again in the near future!
Team DAY'S",Jan 2025,Family,date_with_label
5,"Very nice food and very lovely staff!
The price for the food is okay. The Steaks are fine. It s a very fine experiance and we ll come back !",Jan 2025,Couples,date_with_label
5,"Dear anabG2731ZL,
You make our DAY'S and it's our goal to make everybody happy. We are happy to hear that you have enjoyed it and we hope to welcome you again in the near future!
Team DAY'S",Jan 2025,Friends,date_with_label
1,"Most horrible restaurant EVER VAN AMSTERDAM. 

I was with 3 friends celebrating my boyfriend's birthday we had a nice day and wanted to eat a good steak. 
We entered reserved and had to wait 20 min OUTSIDE. We came in the atmosphere was equal of walking people in and out letting totally no fine dining atmosphere. 

Now the worst THE FOOD we looked at the menu at the pictures it looked good and we thought we could finally eat. 
We ordered the wagyu burger for €30.
This burger looked absolutely nothing like the picture also the burger was really of C quality aslof I grab a burger myself and put mustard on it. 
We had all 4 of our burger half finished, the stomach acid came bubbling up.

We indicated this and we were reacted to very unseriously. Eventually through wiles and wiles we got some discount purely for the principle.

I know one thing if I go to Amsterdam NEVER COME BACK HERE.

I'd advise everyone not to eat here.

Greetings,

Julian.",Jan 2025,Friends,date_with_label
5,"Great dinner!
Friendly staff really nice place great food! We ate some excellent meat, and spent a fair amount. Recommended",Jan 2025,Couples,date_with_label
5,"We had New Year’s Eve dinner here with our family of five (3 children/teens) and it was absolutely fantastic. Great atmosphere, the service was unbeatable, and the food was outstanding. Cooking our steaks at the table was so fun. Highly recommend this place!",Dec 2024,Family,date_with_label
5,"If you are looking for a restaurant with good meat, I advise you! The setting is great, the waitresses are very nice and the meat is excellent! You can go with your eyes closed!",Dec 2024,Couples,date_with_label
5,"Amazing! Loved it! Great, lamb was fantastic!!! Tomahawk was epic ! Service excellent, French fries are chunky and really fabulous ! Be back tomorrow night !!",Dec 2024,Business,date_with_label
5,"Dear 82richelleh,
You make our DAY'S and it's our goal to make everybody happy. We are happy to hear that you have enjoyed it and we hope to welcome you again in the near future!
Team DAY'S",Dec 2024,Couples,date_with_label
