rating,text,sentiment,date,trip_type,date_status
4,Fabulous building in terms of preservation and architecture. There are altars and statues around the circumference of the space.Huge line moves quickly. Free.,正面,Mar 2022,Couples,date_with_label
5,"Beautiful area, I didn’t went inside but overall it’s worth to set there to have a cup of coffee if it’s not too cold . Busy area so if you want take nice pictures go early",正面,Mar-22,,unknown_format
5,"Wonderful, Stunning.Like all monuments of Rome, it transports you to the grandeur of the Roman Empire of the time not to be lost when the sun enters through the hole of the Dome or the tomb of Raphael",正面,"Written March 20, 2022",,unknown_format
4,Pantheon is an icon structure in Rome . Its free to enter and 15 Min is sufficant to take in its amazing roof and statues.,正面,Mar 2022,Couples,date_with_label
4,"Short visit but nice. I don't understand why you have to make a reservation, when they have enough staff to control the access.",中立,Mar-22,,unknown_format
5,So surreal to see the Pantheon in person. To thank that this was built at the time of Christ is mind boggling. FREE made it even better,正面,Mar 2022,Couples,date_with_label
5,"This surprised me by being one of my favourite stops on our trip and had a lovely time with a tour guide being told all the key facts. A stunning building with lots of interesting things to learn, I'd recommend getting a guide as there is little there to explain about the building itself once you are inside.",正面,Mar 2022,Couples,date_with_label
1,"DO NOT USE.I booked this tour and arrived in good time at the Pantheon and queued. It was a Sunday and only people with bookings were allowed in. I showed this ticket and was refused entry, the attendand stating she did not recognise my ticket.I have tried to claim a refund and it has been refused. I asked what else i should have done to gain entry to the Pantheon and where it states this on the Trip advisor page. This has been ignored.The same tour is available direct from the Pantheon website. Book there",負面,Feb 2022,Couples,date_with_label
5,"This is magical, A must for everyone once you are in Rome. Make sure to wake up early in the morning to avoid long queuesSurprisingly no entrance fees.",正面,"Written March 14, 2022",,unknown_format
5,We loved it here!  It's free and the queue wasn't too long.  Once inside its just amazing! We entered at 2 mins to noon and the sun dial roof was bang on 12! Fascinating! Pantheon apparently means all gods so it's thought this was built by possibly pagans then converted into a church... who knows I just know it feels special.,正面,Mar 2022,Couples,date_with_label
5,"Don't miss this Roman gem.  It is a miracle of architecture.  Go early, though.  The crowds get really big later in the day.  If it is raining, be sure to go to see how the water comes through the roof.  One of our favorite places in Rome.",正面,Dec 2021,Couples,date_with_label
5,"Light from dome is magical, for weekends buy your tickets at least before midnight, if you are going to visit next day",正面,Mar 2022,Couples,date_with_label
5,"Loved it.The pantheon has so much history, and you can see it, if you go to the streets around the building, the ancient columns, the dislevelment of the ground and its foundations!From a Roman temple to a catholic church, it is filled with wonders.It is very easy to see, the line was a bit long, but it moves really fast, and the interior can be seen in about 20 minutes, Be aware that, like most catholic churches in Europe, you can't enter showing your shoulders, so bring a jacket or a shawl to cover them, as well as clothes that don't show too much cleavage and your legs.",正面,Sep 2021,Friends,date_with_label
5,"There’s a long queue (which moves relatively quickly) and a load of covid passport faff to get in, but its definitely worth it. Stunning!",正面,Mar 2022,Couples,date_with_label
5,"the pantheon was build by emperor hadrian around 120 ad, is a marvel of engineering with the magnificent coffered dome, larger than st peter stoday the pantheon contains the tombs of rafael, kings vittorio emanuele and  umbertoworth to visit not only the interior but also the outside walls",正面,"dora132014Timisoara, Romania48 contributions0",,unknown_format
5,"This is an absolutely amazing building, filled with beautiful things and our tour guide was absolutely fantastic",正面,Feb 2022,Couples,date_with_label
5,"So beautiful and in such incredible condition that it's hard to believe it's nearly 2,000 years old! After you've seen inside, walk around the building and you'll see the original street level of ancient Rome.",正面,Feb 2022,Couples,date_with_label
5,"How nice, by the way, with an excellent audio guide. The hole is a spectacle, the dome wonderful. Beautiful are the tombs, above all that of Raphael who bears a dedication in Latin that is shivering.",正面,"Written February 26, 2022",,unknown_format
5,"Stunning building, worth the wait in line. Free entry. Only there for a few minutes but is worth popping in if in that area.",正面,Feb-22,,unknown_format
5,"I was not expecting to feel the energy we felt here, and I kid you not, it is very spiritual and a absolute must see experience. It was to me, the most beautiful church and the surroundings were adorable, small cafes with chairs all around. Don't go Rome and not see this.",正面,Feb 2022,Couples,date_with_label
5,"Your 2000 years old threat in Rome - enjoy it at different times of the day, best in the early morning, when there is no queue to get in and the square is still empty of noisy crowds.",正面,Feb 2022,Solo,date_with_label
4,We went and saw the oldest building in Rome still in use.  It is amazing with its unsupported dome a surprisingly large hole in the center,正面,Feb 2022,Couples,date_with_label
3,"It is an impressive building with an amazing dome and exquisite craftsmanship inside. However, if you have not done any research, be aware that this is a Catholic church. Do not expect to find ancient Roman artifacts and statuary inside. Also be aware that there can be a long line to get into the Pantheon, so plan accordingly.",中立,Feb 2022,Couples,date_with_label
5,"Our tour guide, Julia, was expert and cared very deeply for the building.  One hour flew by covering the Roman and later periods.",正面,Feb-22,,unknown_format
5,"Visited here.There was queue but did not have to wait too long to get inside.It is a lovely place inside,well worth visiting.",正面,Feb 2022,Couples,date_with_label
5,"This is beautiful , but busy in the dayI was lucky enough to visit at 4am with my camera.Wow, so fabulous",正面,Feb 2022,Solo,date_with_label
5,"The Pantheon is the most amazing building - the history, human and physical is fascinating and the architecture amazing",正面,Feb 2022,Couples,date_with_label
5,"Unlike a couple of hours earlier, by midday the area was now packed and we waited for 20 minutes in the queue.  We actually joined a tour along with a Scottish couple to learn a bit about the history.  The guards in the building were obsessive about face masks and mask positioning which was quite ironic as most people in the queue didn't even put them on until they went in!  The guide explained about this being one of the earliest Imperial buildings although it was then repaired and rebuilt by Hadrian at the turn of the first century. Unlike most of the pre Christian temples, this wasn't destroyed by over zealous Christians and was converted into a church.  The design was quite incredible with the dome slowly decreasing in thickness as it climbed and the building materials being swapped for lighter versions, eventually ending at pumice for the very top.  The oculus at the centre is open to the elements and represents the pathway to heaven, being where Romulus was allegedly transported to heaven after being struck by lightning.  The dome is apparently the largest unsupported dome in the world and Michealangelo built the dome of St Peters half a metre smaller as a sign of respect.",中立,Feb 2022,Couples,date_with_label
5,"free entrance which is not a comon thing for historical places. intresting roof that is open on the top. placed in the very heart of rome with a lot of cafes and bistro around, deffintly worth to visit, bautiful greek roman architecture",正面,Mar 2021,Solo,date_with_label
5,"The dome. It's all about the dome. We stayed very nearby, and this building seemed to always take us by surprise when we came across it on our way to somewhere. It stands there minding it's own business but has such presence. The history and the interior are very impressive.  It's in a large square which is busy at night. Worth stopping off for a drink. It's near Piazza Navona and the river, and not too far a walk from the Trevi Fountain so worth visiting if you're in the area.",正面,Jan-22,,unknown_format
5,"Not only is this an essential ""must see"" in Rome, it's majesty and scale makes you feel closer to the Roman Empire than any other building. Even if you don't want to schedule or pay for an official tour, you can easily use the Rick Steves Rome guide or his free audio walking tour available via Rick's website or free app for a better understanding. While my wife and I didn't do a guided tour of the Pantheon, we loved the building so much we are likely going to do a guided tour when we return to Rome.",正面,Jan 2022,Couples,date_with_label
4,"Staff were helpful, queue moved quickly and a free attraction.  Covid passport required and face mask worn at all times.",正面,Jan-22,,unknown_format
5,Our guide was fantastic! She brought the places to life and provided tips on where to have gelato nearby.,正面,Jan 2022,Couples,date_with_label
5,Make sure you take the time to also walk around the outside and check out where the old 'street' level of Rome was.,中立,Jan-22,,unknown_format
5,The guide was absolutely incredible 20/10!! She was genuinely interested in the history and archeology of the site!! She gave me a solo tour even though it was supposed to be a group tour (no one else showed up) they could have canceled the tour but she didn’t. I wish everyone could be this passionate about what they do (including me),正面,"Written January 27, 2022",,unknown_format
5,The pantheon is my favorite structure on planet Earth. Not thrilled that it's a church and that they make you take your hat off. I guess I do appreciate the fact that the Catholic church has taken care of it since the 600s.The pantheon is a building that everyone should see at least once. It's absolutely amazing to imagine that this building was built so long ago and that it is still a functional freestanding structure. Before you visit watch some YouTube documentaries on the construction and history of the building. It will help you enjoy it even more.,正面,Jan 2022,Solo,date_with_label
5,"Thanks to a local guide who told us we had to make reservations online at least a day before to visit the inside during the weekends, we have been able to see the real beaty of this architectural masterpiece",正面,Jan 2022,Couples,date_with_label
5,"Love the Roman Culture, but the queue was long and took some time to get in, Generally a good Experience and plenty to see in the Neighbourhood",中立,Nov 2021,Couples,date_with_label
5,"Such a historic, beautiful and architectural masterpiece. A must to visit if you are in Rome. To think when this was built, it is amazing the precision brought to this structure",正面,Jan 2022,Couples,date_with_label
5,"Of those places that not only by seeing them you fall in love, but hearing their history, you like even more. If you go to Rome do not miss it, because you want to be the protagonist of a romantic novel",正面,"Written January 19, 2022",,unknown_format
5,Incredible building and architecture.  Amazing visit.  Luckily not a long line and moves fairly fast!!,正面,Dec 2021,Couples,date_with_label
5,Fantastic. It's worth waiting in line. An impressive experience. Be sure to do the great audio guide tour!,正面,Jan-22,,unknown_format
4,There is a always a long queu but it is very quick to go in.I liked it most from outside .The inside has paintaings and you can see the dome which has a hole .,正面,Jan-22,,unknown_format
5,As I remember cause of the movie angels and demons this place it’s rom my point of you the symbol of Rome…,中立,Aug-21,,unknown_format
5,"One of my favorite places in Rome.  We just walked in on Christmas Eve...no tickets, no lines.  Absolutely gorgeous!   The first time I went back in 2014, it was pouring rain right through the oculus.  I was hoping for the same, but instead I looked up and saw a beautiful bright blue sky.",正面,Dec-21,,unknown_format
5,Probably one of my favourite spots in Rome. Great example of  Roman architecture. Well worth a visit.,正面,Dec 2021,Couples,date_with_label
5,"Highly recommend a guided tour - it's not very expensive and worth all the extra information you get about the history, construction, etc.",正面,Dec-21,,unknown_format
4,Beautiful beautiful place full of history pay attention to schedules traffic is complicated at rush hour you have to make the city center foot,正面,"Written December 24, 2021",,unknown_format
5,"Our tour guide was amazing! We could feel their passion for Italy, history, Pantheon and pretty much any other significant historical site. We could have stayed another hour just to hear even more details.",正面,Dec 2021,Couples,date_with_label
5,Best remaining site from ancient Rome.  Tomb of Rafael.  Free.  Have to see this amazing place while in this incredible city.,正面,Dec-21,,unknown_format
4,"Hello/Good evening,It is about ancient ruins that are proof of the past greatness of the Roman Empire! I recommend this beautiful place day and night!",正面,May-21,,unknown_format
4,"We booked a guided tour for 20 euros per person and for an hour we had a visit just for the two of us. It is definitely worth it because we were told so many details about the construction of the three different Pantheons that we did not know. In addition, the explanations on the architectural construction were very detailed and helped by photos and maps of different types and architectural cuts. Too bad that the visit took place all standing and that the environment was really cold.Anyway I'd do it again",正面,"Written December 12, 2021",,unknown_format
5,We paid Viator extra for a guided tour. This helped us skip the long line out front. Show your paid ticket (time is on it) to the guard and they will let you in. The tour was great! We learned so much from the guide. I would happily do this tour again.,正面,Aug-21,,unknown_format
5,"Pantheon Rome Pantheon Roma December 2021 820689077 Visited the Pantheon as one of the ""must see"" attractions in Rome. Current Covid rules mean you MUST have a current covid vaccination ""green pass"" (UK NHS online) AND a photo id. This can be a photo drivers licence but they did accept a photo of my passport. No pre-booking necessary if you go mid-week but a reservation is required on weekends and Bank Holidays. This can be done online by visiting the Pantheon website (just search for Pantheon Roma).The structure and artwork inside is very impressive but a little underwhelming if you've already seen the Vatican and its museums. For the best impression, do the Pantheon first.",中立,Dec 2021,Couples,date_with_label
5,"It's just amazing that the Pantheon is the №1 attraction in Rome. After all, there is a Colosseum, a Forum? On the other hand, the Pantheon is the oldest building in the city and the largest domed temple in the world. Even the initiator of the construction is indicated on the pediment of the building: ""M.AGRIPPA L.COS. TERTIUM FECIT"" (Marcus Agrippa, son of Lucius, three times consul, did). He was the nephew of the first Emperor of Rome, Octavian Augustus. That temple was square. The pantheon became circular under Emperor Hadrian. The most difficult thing was to build a huge dome. According to legend, for this purpose, the hollow building was filled from the inside with earth, to which gold coins were mixed. After the dome was erected, Hadrian announced that anyone who found a coin could take it for himself - and overnight the Roman gold diggers took the whole earth out of the temple along with rare coins. The huge dome has a rare feature. A huge 8-meter hole is located in the middle of the 43-meter dome. Since the Pantheon is deployed not typical for ancient temples to the North, the oculus is the only opportunity to illuminate the temple. A huge puddle gathers in the middle on rainy days. The Romans did not make improvements in antiquity... Complete authenticity! The diameter of the oculus of the Pantheon (8.3 m) is not accidental. The size of the oculus allows the sun to ""spend"" autumn and winter in the upper hemisphere of the building, and after the vernal equinox, the sunbeam passes through the doorway. It turns out the ""Axis of the world"". I saw something similar on the pyramid of Kukulkan in Chichen Itza - the spectacle of the ""Feathered Serpent"". All this splendor had a chance to survive to this day. As you know, the whole of ancient Rome was either dismantled by the inhabitants or destroyed by Christians as part of the struggle against pagans. The Byzantine Emperor Phocas, who controlled Rome at that time, rendered a great service to world civilization by handing over the temple to Pope Boniface IV in 608. The Pope re-consecrated the Pantheon, which from the temple of all the gods became the Basilica of the Virgin Mary and the Martyrs. It was problematic to get the relics of the Madonna, but the bones of the martyrs were brought from the catacombs on 28 carts. After 14 centuries, only noble bones remained in the Pantheon. The pompous tombstones of the first kings of united Italy, Victor Emmanuel and his son Umberto, and the modest grave of Raphael meet you inside. Judging by the concentration of tourists, history has put everything in its place.",正面,Jun-21,,unknown_format
5,I got there just when they were closing its doors but still is a picture perfect place to visit. Hangout at the plaza while waiting for the sunset. The photos are incredible at that time of the day.,正面,Sep-21,,unknown_format
5,"Its amazing to think that this is 1900+ years old, stands pretty much as it was originally built, and is an architectural wonder.",正面,Nov-21,,unknown_format
5,"beautiful monument and suggestive square, one of my favorites in Rome! hope to be back soon, I loved Rome",正面,Nov 2021,Couples,date_with_label
5,One of my favortie places in Rome.  The lightweight concrete and trayed design were ahead of its time and magnificent to witness in person.Required Green Pass/ CDC and temp check in Nov 2021.,正面,Nov-21,,unknown_format
5,Built in 125 AD..(just think about that 125 AD) this structure was built to worship the Roman gods.  It is perhaps the best preserved  ancient Roman monument.  It was turned into a church in 609 AD Originally built in 27 BC by Emperor Augustus it burned to the ground in a great fire in 80 AD and was rebuilt by Emperor Domitian only to be hit by lightning and burned to the ground in 110.   The monument you see today was built in 12 AD by Emperor Hadrian and remains intact as one of the greatest examples of Roman engineering.  This is living history.  The dome is the largest unsupported in the world and for 1300 years was the largest as well.  It is an engineering marvel and a sight to behold.,正面,Nov-21,,unknown_format
5,"Simply grandiose, obviously to do during a stay in Rome, hardly believable to think that it has been there for 2000 years",正面,Nov 2021,Couples,date_with_label
2,"Unfortunately, that didn't work out so well. Had to wait 30 minutes and then nothing was with audio guide... I was admitted, but had to look at everything like that.",負面,"Written November 28, 2021",,unknown_format
5,"This is honestly one of the most beautiful buildings in Rome, in my opinion. Definitely a must visut if you are in Rome. Go check it out!",正面,Jul 2021,Couples,date_with_label
4,Beautiful fountain and quick wait..no tickets needed but bring vax card.. RafaelTomb and victorre Emanuel Italy first king..unique design and wonderful pedestrian area to walk/shop/dine..also quick walk to Trevi from here piazza di santa chiara nearby..lively fun area w rooftopDining and music .,正面,Nov 2021,Couples,date_with_label
5,"Make reservations, but be sure to visit both day and night and walk around the ENTIRE structure.  We were also lucky enough to walk past  it early in the morning and take photos when nobody was around.",正面,Sep 2021,Couples,date_with_label
5,I always feel dwarfed standing in front on Pantheon thinking of the Romans of old and the history behind it all.,正面,"MilleF20192Odense, Denmark72 contributions0",,unknown_format
5,"Soooo beautiful! Worth the short wait in line (the line wrapped along two sides of the square .. only a twenty minute wait). Amazing inside, the sun shining through the oculus was beautiful",正面,Sep 2021,Couples,date_with_label
5,Well worth visiting this ex-pagan temple now church. incredible architecture and design and the open ceiling is stunning. my fave church in Rome,正面,Nov 2021,Couples,date_with_label
5,"Visit Rome during a 4 day tour, took plenty audio guides and personal group guides the best experience was on the saint Angelo castle we had a personal guide tour. this was awesome. all puzzles from the entire visit came together!!!take the Pantheon with a private tour guid if you can. in a group its difficult to follow.",正面,Oct-21,,unknown_format
5,There is a certain feeling that you get when you visit the Pantheon.  I just cannot explain it.  It's magnificent.,正面,Nov-21,,unknown_format
5,"The queue for the Green-Pass-Check is quite long, therefore we were very happy, that we made the most out of our visit by having prebooked the tour. The guide not only went over the time but also showed us excellent images on reconstructions and architectural details, that one would otherwise miss.",正面,Oct-21,,unknown_format
5,"One of my favourite places in Rome, I came back multiple times during my one week stay. Magnificent piece of history",正面,Dec 2020,Couples,date_with_label
5,It’s a beautiful building. I have not been inside yet.Opens at 9 am on weekdays. You need to make a reservation if you plan to visit Saturday or Sunday.,正面,Nov 2021,Solo,date_with_label
1,"We have booked these audio guides guided tour for 01.11.2021 at 13.00. When we got there, about 300 people were standing in a long line outside the entrance. We were there at 11.30am and actually wanted to eat a little something before the tour. When we saw the snake, we decided against it and got in line. After about 75 minutes queuing, we showed our voucher and Greenpass and got in response that you don't recognize this voucher and definitely won't come in that day. We're supposed to come the next day, then we'll get admission. On 01.11.21 only people with valid voucher came in, ours was invalid. We then tried several times to reach the phone number given on the voucher. Unfortunately without success. Now I have demanded the money back and got in response that after consultation with the organizer, the money will not be refunded, because we were not on time on site. Are you still okay? We were there 90 minutes before and even 15 minutes before. This voucher was simply not recognized by the admission! It had absolutely nothing to do with the time or the longer checks because we arrived on time! So we can only guess! This Enterprise is untrustworthy and does not care at all about the concerns of its customers!",負面,"Written November 7, 2021",,unknown_format
4,"Must-see visit Admission is free but many sites offer you to buy a skip-the-line ticket , which is a scam because even with this ticket you have to queue like everyone else.Tip: go early and buy only the audio guides that really explain the history of this monument",負面,Nov-21,,unknown_format
5,"Don't be intimidated by the lines, our line had probably a couple of hundred people in it, and we waited less than 1/2 hour. Was amazing to see the inside of such an archeological wonder and see Rafael's tomb.",正面,Oct 2021,Couples,date_with_label
4,"Quite a queue to get in but this was due to the checking of corona passes. A very well kept building but I was more impressed with the outside than inside, maybe we’d seen too many buildings that day.",中立,Oct 2021,Couples,date_with_label
5,You must also have visited .The Pantheon is visited daily by a lot of people .The actual visit is free. You have to register in advance to visit. We booked an audioguide tour in advance.It is highly recommended.The Pantheon is full of Roman history. We loved it very much.In the immediate vicinity is an ice cream factory with 150 varieties .Fantastic,正面,"Written November 4, 2021",,unknown_format
1,"I'd love to give you a review about the impressive interior of the Pantheon, but as it stands I didn't actually manage to enter the building. We queued for an hour only to get to the entrance and be told that in order to enter at the weekend you needed a reservation. At no point in the queue was there a helpful sign that mentioned this or a member of staff asking visitors to get their reservations ready. This is all it would have taken for us to avoid a pointless hour of queueing.",負面,Oct-21,,unknown_format
5,"The pantheon is an architectural wonder in my eyes, and I would be blind to it without the guided tour explaining how hard it was to build it, plus with a guided tour you get to skeep the one hour long line at the entrance.",正面,"Written November 2, 2021",,unknown_format
4,There were long queues but it hardly took 20 min in the queue. we did not book any guide for Pantheon visit.,中立,Oct 2021,Couples,date_with_label
1,"Despite booking tickets online, the queue of queuing visitors was once around the whole piazza up to one of the side streets- at the booked time was not to think of admission- the staff was very unfriendly and always only pointed out that you had to queue in the back- tourists without booking were turned away but partly only after lengthy discussions- then apart from a visit-badly organized especially at this time!",負面,Oct-21,,unknown_format
5,"I got my ticket the day before online, free of charge.  I did Sunday at 9:30 and I was able to hear a person playing the organ.  Not too crowded earlier in the day.",正面,Oct 2021,Solo,date_with_label
5,It is one of the best-preserved of all ancient Roman buildings.  It's amazing to walk through the building and investigate all the nooks.,正面,Dec 2020,Couples,date_with_label
5,Pretty good crowd but the line kept moving.  We used the audio tour available inside and that was good.,正面,Oct 2021,Couples,date_with_label
5,"The line can be long, and it will stay long, mornings, noon, afternoon, always a long line, but it's extremely worthy.It is one of the wonders of Rome, can't miss it!",正面,Oct 2021,Couples,date_with_label
5,"Was very pleased to visit Raphael's tomb, and learn about the history and unique way this was build. I was mostly impressed by the massive gate, the way it was engineered. Well worth visit.",正面,Aug-21,,unknown_format
4,"Due to covid restrictions, the wait is quite long during peak hours (20+ mins). It's just one big room. I highly recommend you take part in a guided tour or at least get yourself an audio guide, otherwise you'll be done in a handful of minutes.",負面,Oct-21,,unknown_format
2,"Guide was late, rushed us through in 50 minutes or less.  Made stupid jokes instead of teaching us about the Pantheon and kept adding other people to the tour during the middle of it so who knows if they got the full experience",負面,Sep-21,,unknown_format
5,"You must read the history of the buidling before going in to the Pantheon! It explains a lot about the building and will help you understand what for wonderfull building it is. The row can be long, but in my own opnion it is worth it!",正面,Oct 2021,Couples,date_with_label
5,"one of the places worth seeing, good restaurants in the area as well, steps away from other landmarks",正面,Oct 2021,Couples,date_with_label
5,The look of the Pantheon is beautiful. Stunning building. We sat and ate dinner outside it one evening and it was wonderful. We didnt go in only because the queues were very long but i believe this is because it is free to enter. Definately have a look at the building when visiting Rome .,正面,Oct 2021,Couples,date_with_label
5,"Serena from eyes of Rome guided us in Pantheon. What an amazing building in the middle of Rome. Breathing architecture and history, a must see in Rome .",正面,Oct 2021,Friends,date_with_label
2,"Great disappointment. Uninteresting audio tour, not maintained building, organization of the worst mediocre tour of Rome big queue despite a pre-booking. Do not put this visit at the top of your list of monuments to visit in Rome. Prefer the Colosseum the Vatican. The Basilica of Saint Peter...",負面,"Written October 15, 2021",,unknown_format
3,I only saw the exterior - the line was so long and super hot.  But even standing in the plaza the building is massive and just beautiful.  Many great restaurants around the plaza to dine at and soak in the site.,正面,Sep 2021,Solo,date_with_label
5,"It is absolutely amazing that the Pantheon was constructed 2000 years ago, so long before most of the other great surviving structures of Europe. A beautiful building -- only wish we could have seen it with rain coming through the hole in the roof.",正面,Sep 2021,Couples,date_with_label
3,It’s majestic and grand in size and the dome inside is simply another level - the diameter is 24 ft.. can you believe it!?!,正面,"Written October 10, 2021",,unknown_format
5,"Very impressive. As a tourist you can not miss visiting it, it exudes a unique historicity that is only found in places like this. I would come back every time I pass through Rome!",正面,Oct 2021,Couples,date_with_label
5,"We met Anthony of Vatican Tours when we were standing in line at The Pantheon.  He was so knowledgeable of the bldg, surrounding bldgs, and of course inside. If you don’t know the history of what your viewing then what’s the point? He was clever and kind.",正面,Oct 2021,Couples,date_with_label
5,Amazing architecture considering it is over 2000 years old - must see and make sure you enjoy lunch or dinner at nearby pizzerias,正面,Sep 2021,Couples,date_with_label
1,"The pantheon is amazing however this trip being sold on tripadvisor is a scam. You don’t need to pay for the audio, you can actually download the app with the audio in your own phone and enjoy, there’s a huuuuge queue so time scheduled don’t matter there either.You may give your offerings while you’re there since the money you spend in this is only “for offerings to the church”",負面,"Written October 5, 2021",,unknown_format
5,The beauty of The Pantheon is in its structure. It was built during the Roman empire around 126 A.D and turned into a church around 609 A.D You cannot stand in there and not be swept away by the oculus. To think that a 2000 year old structure is still intact and beautiful is amazing. The entrance is free and you need proof of vaccination. I give this my GoldnAdvice seal of approval.,正面,Aug-21,,unknown_format
5,Because Pantheon was transformed into the church in 609 now it is the best preserved Ancient Roman building. To be in the church and understand that the building is 2000 years old is that great? And it free of charge.,正面,Jul 2021,Friends,date_with_label
5,"We always go to visit the Pantheon when in Rome.  It is such an incredible building.  During Covid, you will need a green card to get in, but it is otherwise free.",正面,Oct 2021,Couples,date_with_label
5,"make sure to get tickets ahead of time, and even still there is a really really long line, there are cafes all around if you want a refreshment or bite to eat.",中立,Sep-21,,unknown_format
5,"It makes an incredible impression. It's worth coming earlier to avoid the queue, but if you can't make it, it's also worth waiting. This is one of the attractions in Rome, which must be seen.",正面,Sep 2021,Couples,date_with_label
5,Pick one of the surrounding bars/cafes and enjoy a cocktail later in the day. This is such a beautiful building that is deserves to be viewed from afar over a drink. The queue to get inside is long later in the day. Go early. It is incredible inside and a must see attraction. Always crowded and full of tourists but that creates the atmosphere. We have been coming for years and never tire of this majestic building. Recommended.,正面,Oct 2021,Friends,date_with_label
5,Beautiful building dating to the Roman era. Must have your Green Pass/Vaccination Certificate and a mask to get in the door. But what doors! The first and second kings of Italy are buried here along with Rafael. A must see for every student of classic arts.,正面,Sep-21,,unknown_format
5,This should be top of your itinerary in Rome.  There will be a short wait to check vaccine status as of late September 2021 and you must wear a mask inside. Beautiful on the inside and so much history. Incredible architecture. Read up on the Wikipedia page and you will appreciate it more.,正面,Sep 2021,Couples,date_with_label
3,"The line to get in was very long and the inside is not worth the wait. However, sitting in a cafe sipping wine and watching the street/fountain scene is great fun,",負面,Sep 2021,Couples,date_with_label
5,The pantheon is one of the must see sights in Rome.  We went around 13:00 and the light was shining directly over the entrance.  It was magical.,正面,Sep-21,,unknown_format
5,"One of the buildings to visit when you are in Rome. It's unbelievable that they put this down 2000 years ago without construction calculations or anything like that. Handsome piece of craftsmanship. Entry is faster than expected, despite the long queue due to the QR code check.",正面,"Written September 27, 2021",,unknown_format
4,It’s a must see in Rome. Nevertheless you should try to get there pretty early because if not you’ll have to queue up for at least an hour.,中立,Sep-21,,unknown_format
5,"One of the symbols of Rome, this is a must visit when in the city. The line to enter may appear long but it tends to move quick and it is worth it once you get inside. The Dome, the tomb of Raphael, there are just so many highlights. It is truly an amazing place to visit.",正面,Aug 2021,Solo,date_with_label
5,There is a line to get in but it moves fairly quickly especially first thing in the morning.  It was wonderful and gift counter was very good.,正面,Aug-21,,unknown_format
5,One of the classics of the world not to be missed in Rome. It is amazing what the Romans constructed and that it still remains after almost 2000 years.,正面,Sep 2021,Couples,date_with_label
4,Come early and avoid the waiting line. From about 10:30 it can get rather crowded and it takes some time to get in.,中立,Sep 2021,Solo,date_with_label
5,"A must see if you visit Rome! Visited around 10 in the morning, and the crowds were minimal. The admission to get in is free. If you want a guided tour though you need to pay. To walk through on your own only takes about 15-30 minutes.",正面,Sep-21,,unknown_format
2,"One scam, I get tickets (8 x 2 = 16 €).By the APP GET YOUR GUIDE.   I've only been asked for the Green Pass 😡.   There was no shortage of tickets.",負面,"Written September 21, 2021",,unknown_format
5,"I arrive at Piazza delle Rotonda I stand in front of the Pantheon I stare at it I close my eyes, open them and say now if I am already here and enjoy the city. It is a magical monument, when you enter you notice a peace and now with the pandemic as there are not so many people you enjoy all the details better, they take your temperature when you enter, if k is true k now there a little + queues but nothing happens. I touch myself raining that day and it is lovely to see how the fine rain falls x the ass. On June 5/6 in Pentecostes red rose petals fall.",正面,Oct 2020,Solo,date_with_label
5,Another must is Patheon. It's free entry but a valid green card is required.   The queue was quite long and someone was offering a guided tour for 15 € euros which included a queue jump so I took it.Jessica from Vatican Tour Company gave us some incredible insights about this building inside and out things that we simply would not realise if I just went in unguided. A very enthusiastic and vibrant tour and Jessica shared with us a special secret about The Pantheon that could make your future visit to this site even more spectacular but you have to ask her personally.The architect is the one and same Hadrian that built the wall in on the Scottish border and,正面,Sep 2021,Solo,date_with_label
5,"This is a great place to visit ,Totally Blown Away by the history of Rome and the amount of free sights to visit",正面,Aug 2021,Couples,date_with_label
5,"A must see when in Rome. Don't pay for admission no matter what any website says. Admission is FREE to all. If in doubt, ask at the door. If you would like to make a donation like we did, that is different, but there are no different levels of tickets or admission entry fees at all. This is a church and a beautiful one I must say. Raffaello Sanzio (AKA Raphael) is buried there along with a couple of Kings (Vittorio Emanuele II and Umberto I) and a Queen (Margherita) of Italy. It is believed that Margherita Pizza was named after Queen Margherita as it was her favorite. My suggestion is to get thee early (around 8:30AM) and get in line. Opening times vary between warm and cold months, so check at the door if in doubt. I've seen several different schedules in the different websites. Avoid visiting in late July, August, and early September as this is the hottest time in Rome and the sun and humidity are brutal. There is no shade for the entry line and depending on time of day, you may be waiting between 45min to 90min to get in. Allow 20 to 45 min for visit. Enjoy.",正面,Aug-21,,unknown_format
5,"The Pantheon is one of the best-preserved monuments of ancient Rome. Entry is free so there are always long queues.The architecture is fascinating – loved the enormous dome – especially how the light fell through ‘The Eye of the Pantheon’ (the circular opening). Today, the Pantheon functions as a church. As is the case for any other churches in Rome, you should cover your shoulders when you walk in.",正面,Sep 2021,Couples,date_with_label
5,"Even though there seems to be a long row ( because the covid safe pass has to be checked), it goes really fast. I think there was a line of at least 10 m before us and we could enter in approximatly 15 minutes.",正面,Sep 2021,Couples,date_with_label
