rating,text,date,trip_type,date_status,gpt_sentiment,predicted_tfidf,predicted_roberta
5,"We had an amazing time on August 4, 2024, with Maggie as our kayak guide from Willows Beach to Emerald Cove. Maggie was incredibly knowledgeable about the area, and we were thrilled to spot some wildlife and immerse ourselves in the natural beauty of the river, canyon, cove, and beaches. She provided fascinating insights into the area's history and nature, pointing out various plants, animals, and river life along the way.Our group of five, in both single and tandem kayaks, enjoyed a relaxing and easy-paced three-hour trip. Maggie kept us together and made sure everyone had a great experience. We highly recommend Evolution Expeditions and look forward to returning often, especially when friends or family visit us in Las Vegas.",Jason PFriendsAug 20241 contribution0,,unknown_format,正面,正面,正面
5,"Faith, You were amazing!! Thank you for dealing with me lagging behind- but the beautiful scenery was just sooo astonishing!! Too cool that we got to see several Big Horn Sheep, and lucky enough to make friends with a few ducks while we stopped on the beach. Emerald Cove was beautiful. Faith was an amazing guide and I'm back home in Austin, reliving the experience through photos and memories... Epic experience to say the least! These memories will stay with me for the rest of my lifetime. 💚💦",Cassandra FCouplesJun 202414 contributions0,,unknown_format,正面,正面,正面
5,"It was an amazing experience! We were so lucky to be alone with our tour guide Sal. He took so much time to explain the history and geology of the emerald cave, rocks, birds, fish,  plants (one that tasted like potato chips) showed us an Bald Eagle nests,  we even found a lot of stick snakes 🐍 lol. Highly recommend! Best part of our trip!",Janine RCouplesMay 20241 contribution0,,unknown_format,正面,正面,正面
5,"Chris & Dylan did a great job encouraging all of us on a very windy and challenging day. My 24 year-old daughter and I joined a group of young adult bachelor/bachelorette partiers and managed to hold our own. Dylan shared lots of flora/fauna information. Snacks and water were plentiful. We did take a brief pause so that Chris & Dylan could render aid to another group's kayaker who had overturned which added to the excitement. All in all, it was a fun trip that I'd do again. Thank you Dylan & Chris!","Michel T, United StatesMar 202438 contributions0",,unknown_format,正面,正面,正面
5,"We had the BEST day out on the river with these guys! Dylan was and amazing guide and so knowledgeable about the area.  Highly, highly recommend this tour! They picked us up at the Bellagio and took us straight to the Colorado River.  Beautiful river and canyon.  We will be back for sure!",Lhh68CouplesMar 20242 contributions0,,unknown_format,正面,正面,正面
5,"The Emerald Cove kayak tour was so beautiful, it was a relief to leave the Vegas Strip for a quiet and peaceful time on the Colorado River. If I could rate our guide Ryan above exceptional, I would! Upon van pickup, our Family group of 5 were warmly greeted by Ryan with a smile and infectious enthusiasm. Ryan made sure we were all comfortable at every stage of the tour , from pickup , on the water and to drop off. My personal fave memory is Ryan sharing his extensive knowledge of the different plants along the river bank and their importance within the ecosystem. He had a variety of snack and drinks to keep us hydrated and our energy levels up. Ryan’s kindness, sense of humour and funny stories contributed greatly to our enjoyment of the tour. His spider story still stands out to me that I continue to laugh in memory of his telling us. I sincerely hope to join him again on another adventure with Evolution Expedition.","Rachaelyyc, CanadaFamiliesFeb 20241 contribution0",,unknown_format,正面,正面,正面
5,"We had a blast on our kayak trip with our guide, Jeff! Well organized, beautiful views, lots of laughs! Jeff was very knowledgeable about the history of the area. Overall a perfect day on the river!",Passenger774711CouplesJun 20251 contribution0,,unknown_format,正面,正面,正面
5,"From the moment we were picked up on the strip by our guide Kramer, we knew it was going to be a good trip. Kramer was warm and friendly and started to talk to us all about the history of Vegas and the surrounding areas as we drove to the Colorado river.When we arrived we were given all the safety info needed and we got out on the kayaks quickly. The tour itself was incredible, beautiful scenery, great info from Kramer, not too fast, not too slow. The weather was perfect.The whole experience was around 5 hours. That was the perfect length.I wholeheartedly recommend Kramer and Evolution Expeditions.",CouplesApr 202518 contributions,,unknown_format,正面,正面,正面
5,"wonderful time, Jeff the guide was fun and knowledgeable. amazing scenery. top recommendation.  water is an incredible color",Scott PSoloApr 202513 contributions0,,unknown_format,正面,正面,正面
5,Awesome trip! The river and cave were beautiful and we got to see some ducks and and a lizard. Our guide Faith was very knowledgeable and gave us all the fun facts about the area and river. She even helped us plan our hiking trip and recommended other places to see in the area.,Brooke FFamiliesMar 20251 contribution1,,unknown_format,正面,正面,正面
5,"What an amazing experience! Perfect weather, stunning views, and a knowledgeable guide like Ray—sounds like the ideal adventure. It’s great to hear that he shared so much insight about the area, making the trip both fun and educational. Just let us know when your ready to plan your next trip with Evolution Expeditions—We will do everything we can to make it just as incredible! 🚣‍♂️🌿☀️",jen jCouplesFeb 20254 contributions1,,unknown_format,正面,正面,正面
5,My husband and I traveled to Las Vegas for the New Year and this tour was our favorite part of our trip. Ryan and Faith were very great! The views were amazing we had such a good time!! Both Ryan and Faith were very professional when it came to teaching us about the safety of kayaking and we learned so much about the history of the river and the Hoover Dam!! We definitely will be coming back here in the future!!,Veronica SCouplesJan 20251 contribution1,,unknown_format,正面,正面,正面
5,"Great tour.  Excellent service for start to finish.  Prompt pick up, drop off and lots of fun in between.  Our tour guide Faith was engaging and knowledgeable.",Frank CFriendsNov 20242 contributions0,,unknown_format,正面,正面,正面
5,"The expedition is exceptional. Ryan, the tour guide is very helpful and knowledgeable about the area which makes the experience even more interesting as you'll get to know about the history of the river and also learn about the flora and fauna living by Colorado river. It was our first kayak experience and Ryan made us feel at ease. Highly recommend!",Shirley GCouplesNov 20242 contributions0,,unknown_format,正面,正面,正面
5,"My sister & I had a great time! Our guide Maggie was nice, engaging, helpful, and present. She often checked in with us, helped us when it was needed, and watched over the entire tour lo make sure we were safe. She’s very knowledgeable about the river, flora, and environment. The paddle itself was beautiful. The canyon is gorgeous and the emerald water was stunning!",Wendy PFamiliesNov 20245 contributions0,,unknown_format,正面,正面,正面
5,We had an amazing time Sal & Trish was very knowledgeable on the tour making sure they pointed out different wildlife for us to notice. We even saw a Mermaid! This was the first time for us both kayaking. They were patient and took time to teach us. We are now experts! On the way back Sal took us to a park to see a pack of wild Big Horn Rams. ⭐️⭐️⭐️⭐️⭐️,"raco13, United StatesOct 2024111 contributions0",,unknown_format,正面,正面,正面
5,"Thank you for the amazing review! We're so glad you had a great experience kayaking with us to the Emerald Cave! We hope to have you back again in the future for another adventure.Evolution Expeditions Kayaking, Las Vegas",Jet11938577662SoloSep 20241 contribution0,,unknown_format,正面,正面,正面
5,"It was amazing, our guide Cash was great!  The scenery is stunning and included 2 bald eagles spotted flying over us. Definitely recommend this experience.",Kelli GFriendsAug 20241 contribution0,,unknown_format,正面,正面,正面
5,"This was an amazing experience that I highly recommend to locals or people visiting Vegas. The scenery on the Colorado River is unmatched and the turquoise water is crystal clear. The meet up was well organized with quality equipment. Good conversation with Maggie as she shared some history on the river which was cool to learn. I plan to return and kayak all the way to the Hoover Dam next time. Go check out Evolution Expeditions, you won’t be disappointed Huge shout out the Maggie for making this a memorable experience!",jarell sFamiliesAug 202410 contributions1,,unknown_format,正面,正面,正面
5,Sal was absolutely amazing and gave us a 5 star experience! Kayaking was such a blast but also learning about the history of it all was pretty cool.  Sal knows his stuff and is such an awesome tour guide. We had so much fun on the water and honestly would do it all over again! Thank you Sal!,Jackie SCouplesJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"The most fantastic experience outside Vegas!! Our guide Sal was super knowledgeable and entertaining. The time went so fast and we made memories for life. Super fun and no need to be an expert at kayaking, you will enjoy it 100%!!",Vilma DBusinessJul 20242 contributions0,,unknown_format,正面,正面,正面
5,Our tour guide Sal was excellent! Extremely knowledgeable. He took extra time to take us to exclusive spots & give us pertinent history. We saw bald eagles & big horn rams while kayaking. Not to mention the emerald cove is a sight to behold! On our way back he stopped at Hemenway park for a photo op with the rams.,Victoria DCouplesJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you so much for the great review and recommendation! We're so happy to hear that you had a fun and informative time on the water with Sal as your guide. Evolution Expeditions Kayaking, Las Vegas",Heidi TCouplesJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"We did the KAYAK EMERALD CAVE EXPRESS self drive tour. We had to pay the $25 entrance fee because we didn’t shuttle in, we had a rental car but it was 100% worth it. Absolutely stunning views and so pretty and peaceful. Our tour guide Burton was so knowledgeable, fun, and kind. Definitely book with him! The water is clear and refreshing. Take advantage of this tour!",Amiee DCouplesJul 20242 contributions0,,unknown_format,正面,正面,正面
5,"This excursion was worth it. Ray, our driver/guide was nice and knowledgeable.  He picked us up on time and the drive from the strip to Willow Beach was about an hour. We quickly got our gear and got in the water. Once we got adjusted Ray made sure we kept together and those who needed help, got it. It was around 110 out, so the cool water was just what we needed. The scenery was amazing and Ray made sure to point out points of intetest. The emerald cave was the highlight of the paddle, be sure to have your camera ready. I would book another excursion with them the next time im in the area.","PartyNikki, United StatesJul 202425 contributions",,unknown_format,正面,正面,正面
5,Really enjoyed our tour Dash.  Very knowledgeable about the area.   The views were amazing.  The kayaks were easy to maneuver and the storage was great.,FamiliesJun 20242 contributions,,unknown_format,正面,正面,正面
5,Ray was an awesome guide! The views were spectacular. Water was refreshing. We did the 8am tour and to avoid the full heat of the day and not that many people were in the river. We left refreshed and will return again next trip out here!,Isadora BFamiliesJun 20241 contribution0,,unknown_format,正面,正面,正面
5,"This was my first time kayaking.  The scenery was beautiful and I found the whole experience to be relaxing.  We had a wonderful time.  My tour guides Zane, Faith and Ray were amazing.  The tour guides made sure we were taken care of.  Zane took pictures of us and Faith & Ray attached their kayak to mine and my mother’s kayak toward the end as our arms were tired.",Belvia JJun 20242 contributions0,,unknown_format,正面,正面,正面
5,"This was such an amazing trip from start to finish. It is well worth the money and time spent. It was one of the hottest days of the year so far, but it wasn’t too hot on the water. Our guide, Salvatore, was awesome! He was so knowledgeable about the local flora/fauna and was clearly a skilled paddler. He taught and guided us well and also had fun with us along the way. He made our experience even better!",FamiliesJun 20244 contributions,,unknown_format,正面,正面,正面
5,"Surreal experience! A must if you are in Vegas. It’s a totally different world, the views are amazing, our guide was excellent and the water of the Colorado River is so clear… and fresh on a warm day. If I’ll be back in Vegas I’ll definitely do it again!",FamiliesMay 20245 contributions,,unknown_format,正面,正面,正面
5,"This was so much fun! Ryan, our guide was friendly, knowledgeable , and fun to be with. Our almost 4 hour trip (11;00-3:00) was an excellent time in terms of weather and time padding. Emerald Cove was beautiful, as was the whole experience . Definitely referring our friends.",Cynthia MCouplesMay 20241 contribution0,,unknown_format,正面,正面,正面
5,"The boats were in great condition, the river was a lot of fun and Ryan, our guide, made the trip 5 stars. Lots of history, great views, and a great day on the water.",Josh CFamiliesMay 20241 contribution0,,unknown_format,正面,正面,正面
5,So good! The slipway was easy to find and we were given a comprehensive intro by Burton our guide.The tour was informative and friendly and we had no trouble keeping up.The scenery was amazing and the commentary very informative.You would be mad not to do this if you visit the vegas area.,"Daniel B, United KingdomApr 202457 contributions0",,unknown_format,正面,正面,正面
5,"Thank you for sharing your positive experience with us, Anne! We're glad to hear that you had a great time on your kayaking trip with our tour guides Dylan and Cassidy. We hope to see you again soon for another adventure! Thank you, Evolution Expeditions Kayaking Las Vegas, NV",Anne LFriendsApr 20241 contribution0,,unknown_format,正面,正面,正面
5,So happy I got out of Vegas for a day to experience the beauty of Emerald Cave and the Colorado River. I was not a super experienced kayaker and I felt quite comfortable with the trip. Ryan and Sal were super nice and helpful. I was nervous about getting in and out of the kayak and they both made sure I was not going to go for a swim. Definitely recommend! Go do it! You won’t regret it!,emily mSoloMar 20241 contribution0,,unknown_format,正面,正面,正面
5,It was a guided tour of Emerald Cave with Sal from Evolution Expeditions. Way better than anticipated. Sal was so knowledgeable and it was not Hokey at all.  It was a great paddle and guide.  Professional and fun.  We will do it again.  The lunch on the beach was great. Tons of snacks and water.  No need to bring your own,Skier4lifeFamiliesMar 20249 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for the great review! We’re so glad you enjoyed the trip and got to experience the stunning scenery firsthand—it really does look just like the photos! Escaping the hustle of Las Vegas and getting out on the water is such a refreshing way to spend the day. Even if the water was a bit chilly, we’re happy to hear the views and kayaking made it well worth it. Hope to have you back for another adventure soon!","Diane O, New ZealandMay 20254 contributions0",,unknown_format,正面,正面,正面
5,"Madyson was a fantastic guide! So personable, knowledgeable and accommodating. Went out of her way to make the experience a great one. Even stopped by a park on the return trip to see some Desert Bog Horn Sheep. Great way to spend he day outside away from the busy of Las Vegas.",CarrieA1998CouplesMay 202518 contributions0,,unknown_format,正面,正面,正面
5,Thank you for the wonderful review! We're so glad to hear you had a fun and relaxing day on the Colorado River with Maggie—she's fantastic at making every trip enjoyable and easygoing. It’s great to know the experience was a perfect escape from the hustle of the Strip. We appreciate you choosing Evolution Expeditions and hope to welcome you back for another stress-free adventure soon!,FamiliesMay 2025149 contributions,,unknown_format,正面,正面,正面
5,"Relaxing kayak experience with a touch of hiking. Calvin was a friendly, fun, and knowledgeable guide, we really appreciated his help and candor. We saw a turtle, crayfish, a host of birds, a mountain goat, native and non-native plants, Bob’s house and his shack, and of course the Emerald Cove. Be aware that only certain times of the year/perfect time of day will the cove shimmer like the photos online. The Colorado River is amazing and this trip is a wonderful short adventure. (PS if Calvin has to tow you—please tip extra-generously. If you paddle yourself, tip generously! ;-)",Cathryn FCouplesMay 20259 contributions1,,unknown_format,正面,正面,正面
5,"Thank you for the awesome review! We're so glad your first kayaking experience was a fun and memorable one. Maddy will be thrilled to hear how much you appreciated her energy, knowledge, and support—she’s fantastic at making first-timers feel right at home on the water. We truly appreciate your recommendation and can’t wait to welcome you back for your next adventure!",KC BMay 20256 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for the wonderful review! We're so happy to hear that your Emerald Cave kayaking experience with Mady was unforgettable. Her knowledge, skill, and ability to create a comfortable pace truly make the trip special. And yes—that moment when the sunlight hits the water just right is pure magic. We're thrilled you got to witness it and hope to see you again for another incredible day on the river!",Relax50135271102FamiliesMay 20251 contribution0,,unknown_format,正面,正面,正面
5,"Thank you for the wonderful review! We're so glad you had a fantastic time exploring the Black Canyon with Faith—she truly has a passion for the area and loves sharing it with others. It means a lot that you recommended the tour to your friends, and we’re thrilled they decided to join the adventure too. We hope to see you again on the water next time you're in the Las Vegas area!",Joshua CCouplesApr 20252 contributions1,,unknown_format,正面,正面,正面
5,Great experience! Awesome guide and helpful staff!! The kayaks were nice. Water was beautiful emerald green color!  Enjoyed the whole trip!,Carrie SApr 20256 contributions0,,unknown_format,正面,正面,正面
5,We like to say tip your guide not your Kayak!  Seriously though thank you for choosing Evolution Expeditions for your Kayaking experience!,John GApr 20258 contributions1,,unknown_format,正面,正面,中立
5,"We did the Emerald Cave Kayak tour. Our guide, Calvin, was young and it was his inaugural solo tour, and he was great! Very pleasant and knowledgeable. Took good care of the group. It is a beautiful trip, about 2 miles each way. We had wind coming at us on the way back so were happy we took the advice of the tour company and had tandem kayaks. Good value for the cost.",CouplesApr 20251 contribution,,unknown_format,正面,正面,正面
5,A good work out and amazing views. The small hike at the beach was an awesome surprise. Had a great time with my family.  Guide seemed very knowledgeable about the history of the river.,Penny SFamiliesApr 20251 contribution0,,unknown_format,正面,正面,正面
5,The whole trip was amazing.Matty was very knowledgeable from beginning to end of the trip.Made me feel comfortable for a person that cant swim.This place is so beautiful.,FamiliesApr 20254 contributions,,unknown_format,正面,正面,正面
5,Thank you for taking a moment to acknowledge what a great Guide Faith is!  She always makes us look great.  Thank you again for choosing Evolution Expeditions.,Sameer CSoloMar 20251 contribution1,,unknown_format,正面,正面,正面
5,The trip was so fun and our awesome guides were the best!  We had a first-time kayaker in our group and everyone was so supportive - can't say enough good things about this outfit and this little adventure!,Michele MFamiliesMar 20252 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for your kind words, Emma. We are happy to hear that you had an amazing time kayaking with our guide Faith. We strive to provide a knowledgeable and friendly experience for all our customers. We hope to see you again soon!",Emma LCouplesDec 20241 contribution1,,unknown_format,正面,正面,正面
5,"Incredible day, Burton our guide was incredible knowledgable and as kind as you find. The wildlife and picturest canyon was 10 times worth the trip. A wonderful way to diversify your Vegas trip. Wow",Toby GDec 202422 contributions0,,unknown_format,正面,正面,正面
5,"Our guides were Ryan and Faith.  First, the communication before the trip was helpful and meaningful to set a good date.We drove to Willow Beach (which is in Arizona - hat tip, despite it being a time zone locally, the meeting times are Las Vegas time).  Great hands-on adjusting the rudder pedals to max comfort.Great guidance and information from Ryan and Faith to and from cave - and a cool short guided hike showing botany and history at a rest point.Totally recommend.  Kayaking experience and reasonable shape is helpful, and essential if in a single instead of double kayak.","Kirk H, United StatesDec 202430 contributions1",,unknown_format,正面,正面,正面
5,"I did the Emerald Cove Kayak Tour and had the most amazing time as a first time kayaker. Faith and Ryan were great and very knowledgeable about the area! Views were a dream and learned so much about there area. Great for beginners, families, and solo travelers like me! 😊",Mariah SSoloDec 20246 contributions1,,unknown_format,正面,正面,正面
5,"A good teaching introduction during a kayak experience should include clear instructions on paddling techniques, safety measures, and an overview of the route or area to explore. It’s helpful to start with an engaging icebreaker, perhaps sharing interesting facts about the surrounding environment or wildlife. Incorporating a photograph session into the experience adds value, allowing participants to capture the beautiful scenery and their personal moments on the water. This combination of education, engagement, and memorable visuals ensures a holistic experience that participants will cherish and recommend to others.",Bob CSoloNov 20242 contributions0,,unknown_format,正面,正面,正面
5,"Thanks for the great review and recommendation! We are happy to hear that you had a great time out on the water with your guides and enjoyed your day! We hope to have you back again in the future for another adventure!Evolution Expeditions Kayaking, Las Vegas",Ember TFriendsOct 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you for the awesome review and recommendation! We're happy to hear that you enjoyed the beautiful scenery in the Black Canyon and had a good time paddling with Faith!Evolution Expeditions Kayaking, Las Vegas",SoloOct 202411 contributions,,unknown_format,正面,正面,正面
5,"Great kayaking adventure! Sal made sure we had a safe, fun adventure. He was very knowledge and shared tidbits about the area throughout our trip. Highly recommend including a kayaking trip during a stay on the strip, it’s nice to get away from the hustle and bustle and spend some time in nature. Would definitely book with this group again!",Stephanie DOct 202413 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for your positive review! I am glad that you enjoyed your experience with us and that our tour guide, Faith, made it even more enjoyable. We are happy to hear that the weather was perfect and that you were able to see some wildlife, including big horn sheep. Thank you for choosing Evolution Expeditions and we hope to see you again soon!",CouplesOct 20241 contribution,,unknown_format,正面,正面,正面
5,Thank you for your positive review! We are thrilled to hear that your family had a great time on our tour and that Burton provided excellent care and knowledge about the history. We hope to have you all join us again in the future!  The whole Evolution Expeditions team!,"marymo70, United StatesOct 202429 contributions0",,unknown_format,正面,正面,正面
5,"Jamie B, thank you for your kind review! I am glad to hear that your experience with our team was great from start to finish. Our guide Burton is very knowledgeable and we always strive to make our customers feel comfortable and well taken care of. Providing snacks and drinks is just one of the ways we ensure a great day on the river. We hope to see you again soon!","Jamie b, United KingdomSep 202410 contributions0",,unknown_format,正面,正面,正面
5,"Thanks for the great review! We are so glad you had a great time on your tour to the Emerald Cave with your guide! We hope to have you back again in the future!Evolution Expeditions Kayaking, Las Vegas",Aaron FSoloSep 20241 contribution0,,unknown_format,正面,正面,正面
5,Awesome family experience! Our tour guide Faith was excellent- very knowledge and patient with us. It was our first time kayaking and something we will definitely do again! Highly encourage!,Sheila BFamiliesAug 20241 contribution0,,unknown_format,正面,正面,正面
5,"We had the most fantastic experience with Sal as our guide! His knowledge of the local eco and flora was top notch, his ease and expertise on the kayak ensured we are all confidently rowing and enjoying the trip. Highly recommend! Thanks Sal 🙌🏻",FriendsJul 202431 contributions,,unknown_format,正面,正面,正面
5,"Incredible experience, a real wow! After the madness of the Vegas Strip it was a real antidote. Our guide Ray was wonderful, we were enthused by his passion and knowledge. The Emerald Cave is a bucket list must. Highly recommend this trip and Ray.",TONI HJul 20246 contributions0,,unknown_format,正面,正面,正面
5,"Thank you so much for the amazing review! We're so glad that you had a great time and learned so much from your guide, Burton! We hope to have you back again for another awesome trip with Burton!Evolution Expeditions Kayaking, Las Vegas",Mark MFamiliesJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you for your amazing review! We're really happy to hear that you had such a wonderful time with Sal- he truly is the best! We hope to have you back again in the future!Evolution Expeditions Kayaking, Las Vegas",Alan TCouplesJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you so much for the great review! We're glad to hear that you had a great time and learned a bunch with Sal as your tour guide! The water truly is the best place to cool down from the summer heat!Evolution Expeditions Kayaking, Las Vegas",melissa nFamiliesJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"We took the morning express tour so the weather was not too hot. It was FANTASTIC! Our guide, Sal, was fun and shared a lot of knowledge about the area. Definitely a must do if you’re in the area!",Donna RFamiliesJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"Went with hubby and boys (10 & 8), everyone loved it! Our guide, Faith, was not only super friendly and knowledgeable but such a good sport - the kayaks have water blasters and my 8 year old channeled his inner sniper and would attack Faith any time he got close enough. She would play along and return fire every time (he said it was the best kayak trip and we've been on several). She also provided snacks and plenty of cold water.  Will definitely be back to do the hot springs tour in the fall next time we're in Vegas!",texastraveller2005FamiliesJul 20247 contributions,,unknown_format,正面,正面,正面
5,"I hoped this paddle wouldn't be too strenuous and it wasn't.  It was a lovely way to get out into nature to escape from Las Vegas.   The canyon makes for a lovely paddle, and the water was super clear and refreshing and beautiful.  Had a lovely time!",Karen MSoloJul 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you for your positive review! We are so glad to hear that you had a great experience with our tour guide, Burton. We strive to provide informative and enjoyable excursions for our customers and we are happy to hear that Burton made your experience one of a kind. Thank you for choosing our company and we hope to see you again soon.Thank you, Evolution Expeditions Kayaking Las Vegas, NV",Escape44676412527FriendsJun 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you, Ashley P! We're glad you had an amazing time with Zane as your guide. We appreciate your recommendation and hope to see you again soon! Thank you, Evolution Expeditions Kayaking Las Vegas, NV",Ashley PFamiliesJun 20243 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for your kind words, Joanne! We're glad to hear that you had an amazing trip with our guide Jayden and enjoyed the beautiful scenery. We look forward to having you join us again soon! And thanks for the reminder about water shoes.",Joanne DFriendsJun 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you for your positive review! We're thrilled to hear that you had a great time kayaking with our tour guide, Burton. We appreciate your recommendation and hope to see you again soon!  Evolution Expeditions Kayaking Las Vegas",janet sFriendsJun 20241 contribution0,,unknown_format,正面,正面,正面
5,"Faith, Zane, & Ray were so helpful. I’m a senior citizen & they helped me negotiate the ride. Upon returning up the lake,  the waves were stronger. Faith was kind enough to tie my kayak to hers when I was getting behind. The scene was beautiful & pleasant. I would recommend this team highly.",Belvia MFamiliesJun 20241 contribution0,,unknown_format,正面,正面,正面
5,Easy to book and lots of update and reminders were sent. Salvatore was a great guide. Lots of cool information about the area. It was a very hot day(112). But you would never had known it. The water was so refreshing and clear. Nice easy trip with wonderful views. Would highly recommend this trip.,Resort632572CouplesJun 20246 contributions0,,unknown_format,正面,正面,正面
5,"I know I’m probably spelling their names wrong and I do apologize, however Maddie and Burton was amazing ‼️ Absolutely the best tour guides ever from start to finish. It was my first ever kayaking and they made me feel so comfortable. Everything was beautiful.",Keonsha AJun 20241 contribution0,,unknown_format,正面,正面,正面
5,"We are four women in our 40s from Georgia and only two of us had ever kayaked before this excursion. We had the best tour guide, Zane! He picked us up in Vegas and was so friendly and informative. We joined another group with two other guides at the marina. The team worked flawlessly together to provide a fun experience for everyone. They provided snacks, cold water, and water guns for even more excitement. We highly recommend and suggest you ask for Zane!",Kimberly WFriendsJun 20249 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for your positive feedback, Yvette! We're thrilled to hear that you had a great experience with our guide Salvatore and enjoyed the kayaking tour. We're happy to have helped you connect with nature and we appreciate your recommendation.  Thank you again for the positive review!  Evolution Expeditions Kayaking, Las Vegas","Yvette Y, United StatesMay 20243 contributions0",,unknown_format,正面,正面,正面
5,We had an amazing tour with Salvador! It was a perfect day in a beautiful location with a knowledgeable guide. Salvador did a great job explaining the native plants and species. We appreciated all the fun facts he shared and his eyes for finding Big Horn Sheep!,Monique CCouplesMay 20241 contribution0,,unknown_format,正面,正面,正面
5,First time in Las Vegas and I highly recommend this tour to groups singles or couples that want a closer experience to the Colorado river and its beauty. Malik was awesome being our tour guide and our group was very chill. They had snacks and drinks provided. Next time your in Vegas do this trip with evolution expeditions!,Subash DCouplesMay 20242 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for your positive review, Melanie! We're glad you enjoyed your kayaking trip with our guides and the beautiful views. It's great to hear that you also liked our kayaks and the added fun of the super soaker. We hope to see you again soon! Thank you, Evolution Expeditions Kayaking Las Vegas, NV",Apr 20243 contributions,,unknown_format,正面,正面,正面
5,"Dylan was an excellent guide full of insightful scientific and historical information, in addition to being an exper kayaking instructor. He was witty and thoughtful and made our excursion an incredible experience. Our driver and kayaking supporter, Aries, was kind and thoughtful. Highly recommend this trip!!!.",FriendsApr 20242 contributions,,unknown_format,正面,正面,正面
5,"Thank you for your positive review!  We are glad you had a great day on the water with Ryan as your instructor. We hope you will join us again for another fun escape from the strip. Thank you, Evolution Expeditions Kayaking Las Vegas, NV",Saaber FSoloApr 20244 contributions0,,unknown_format,正面,正面,正面
5,"Thank you for your positive review, Meryl! We are glad to hear that you had a fantastic time kayaking with our tour guide. It's great to know that he was patient and knowledgeable, and that you enjoyed the natural beauty of the area. We hope to see you again on another adventure soon!  Thank you for your kind words and positive feedback, Janice! We are so glad that you and your husband had a great experience on your first kayaking tour with our guide Dylan. We appreciate your recommendation and hope to see you again in the future! Thank you, Evolution Expeditions Kayaking Las Vegas, NV",CouplesApr 2024121 contributions,,unknown_format,正面,正面,正面
5,"Thank you for your positive review, Holly! We're happy to hear that you enjoyed the beautiful views and clear water, as well as the knowledgeable guide. We appreciate your recommendation and hope to see you again soon!Thank you, Evolution Expeditions Kayaking Las Vegas, NV",holly sFamiliesMar 20243 contributions0,,unknown_format,正面,正面,正面
5,Thank you for your positive review! We're so glad to hear that Ryan was a great guide for your kayaking tour and that you enjoyed learning about the local history and nature. We hope to see you again soon!,Odyssey622312Mar 20243 contributions0,,unknown_format,正面,正面,正面
5,Fantastic experience!!! Steven our guide as especially knowledgeable and amazing. 10/10 recommend!!! Beautiful scenery and the Emerald Cave was incredible,Seaside21628973817CouplesFeb 20241 contribution0,,unknown_format,正面,正面,正面
5,"Thank you for your positive feedback, Erica! We are thrilled to hear that you had a great experience on our tour with Ryan as your guide. We pride ourselves on providing knowledgeable and fun guides who can enhance your experience. We hope you will join us again for another tour in the future!",Erica JFeb 20241 contribution0,,unknown_format,正面,正面,正面
5,"Ryan was a phenomenal guide! Friendly, knowledgeable and funny. Would highly recommend this excursion. The scenery was magnificent and Ryan helped two novice kayakers who aren’t young, have a wonderful experience!",Liza FCouplesJan 20246 contributions0,,unknown_format,正面,正面,正面
5,This tour was great. I always like to plan something off the strip when visitingVegas for my 3 twenty something kids. This was perfect for all ages. The actual emerald cove was smaller than expected and you had to wait in line to access it. Also didn’t get great pics but over all fun way to spend the day and honestly felt the length was just right. Faith was a great tour guide. I highly recommend!!,FamiliesJul 20246 contributions,,unknown_format,正面,正面,正面
5,"Had a brilliant time on river, our guide chris was full of info and stories about canyon and river. Would highly reccomend this trip.",Darzotommo1FamiliesJun 202545 contributions0,,unknown_format,正面,正面,正面
5,Tour guide Calvin was awesome! Such a great experience for the whole family. Tons of sights and wildlife to see in the 3 hours of the tour.,Lori WFamiliesJun 20251 contribution0,,unknown_format,正面,正面,正面
5,We had an incredible day with Jeff.  From start to finish it was a fun relaxing day.  Beautiful sights and incredible water,"Mik779, United StatesJun 202513 contributions0",,unknown_format,正面,正面,正面
5,Beautiful sites!   Maggie our tour guide was amazing….her love for what she does shines through.  So fun.  The water temperature in the 50’s made the air temperature of 104* made it tolerable!!  Really!  Highly recommend.,"Carrie K, United StatesJun 202519 contributions0",,unknown_format,正面,正面,正面
