rating,text,sentiment,predicted_sentiment
5,"Visited here on a Sunday at 12. Booked fast track and audio guide. Unfortunately you have to collect a physical ticket from the bookshop which is about 7 mins away. Huge queue to wait for ticket, plus another queue to get in. Plus another queue to collect audio guide. However definitely worth it. Such a unique, building. Very interesting",正面,中立
5,"Tickets are €5, I queued for around 30 minutes to enter the Pantheon, a unique and super interesting place.Tickets: the website to buy in advance was not working and there are two different tickets on site to purchase tickets on the spot (one for paying in cash and the other for paying by card), in the queue for paying in cash you get in line, buy the ticket and then get in another queue to be able to enter the pantheon already in the queue for card payment you already buy the ticket at the entrance and enter the venue, get in the queue for card payment which will be quicker to enter.",中立,中立
4,"Tour was delayed  starting due to the line to get in. This tour was not so much a skip the line but maybe skip the longer line for a shorter one. The guide appeared to try and avoid this line but it was beyond his control and he did a good job keeping people entertained while queuing.  The Coliseum tour lasted a long time , while the forum part on the day seemed to end early and a little abruptly.  I was expecting a little more in the forum. That being said I was partly relieved as I was very tired.  I was also a little disappointed to not go below the arena floor .  All in all the guide Paulo was very engaging and delays etc were not his fault . I think he should speed up the coliseum a little and prolong the forum / Hill part. I think there is a strong case for an alternative option in just paying for an entrance ticket and taking a seat inside while reading information about your surroundings while there , in a book or online. Apart feeling left a little short in the forum , I thought the guide gave good value for money and made a strong effort to connect with everyone in the group. Apart from his abilities as a guide , he seemed like a nice person .",中立,中立
5,Pantheon in it self was beautiful and it is amazing to be in a building and realise that is has stood there thru all those year. Mind boggling.The downside was the non working ticket machines and lack of information about how to buy a ticket online. Once we got that it was easy.,中立,中立
5,"The Pantheon is almost 2000 years old. It was designed by Emperor Augustus and rebuilt by Emperor Hadrian. It was a temple dedicated to all the gods. It is an attraction that deserves to be visited. In the past, entry was free. Today, you pay 5 euros to enter. I couldn't buy the ticket online, I had to wait in a queue that must have lasted around 40 minutes.",負面,負面
4,Pantheon was incredible.  The art and architecture was fantastic.  The only reason this is not 5 stars was because the downloadable audio guide app for the phone did not work at all for the pantheon.  Could not load the pantheon audio.,負面,負面
4,"From Trevi we then went to the Pantheon early in the morning. The same applies here as with Trevi. It's packed in the afternoon - so it's better to visit early in the morning.We were only in front of it and just admired the whole thing from the outside.Very impressive and amazing what you can see here.The whole square and the surrounding area is also simply fantastic.Be careful - in the cafes and ice cream parlors it's advisable to keep a close eye on the prices.For example, we paid a whopping €60 for 4 normal ice creams in a normal waffle cone - so a whopping €15 for one ice cream",負面,中立
5,"I have visited the pantheon several times, I was very surprised that now the entrance is already with tickets. Tickets are easiest to get from the cash counter, not from the card machines. The wait is a maximum of 5 minutes. Otherwise, the building is remarkable, especially since it is known to be from the time of the Roman Empire.",中立,中立
5,"Beautiful building with lots of history. The wait was not too bad, and the tickets were cheap. A little weird that they charge you for prayer candles. Seems they are charging people for religion.",負面,中立
5,"The website does not work for American banks.  Other people had issues with the website while in Italy.  The only option is to buy the ticket while in Italy.  That means go early, before 10 AM when there is no line.  In the afternoon, the lines were across the plaza in heavy rain.  Once inside, you can see the building in under 30 minutes, but it is so worth the effort.  The best-standing Roman building in Rome, if not, Europe.  Just get up and go early.",負面,負面
5,"Another of the must-see sights in Rome however, we found the Pantheon smaller than what we had pictured.Architecturally interesting on the inside but unless you know what you are looking at/for, it is one of those places that you could be done with in 5 minutes!Read up a little ahead to make the most of it",中立,中立
4,"Lovely historical building, however the queue was very very long going down a couple streets so we didn’t bother to go inside.",中立,中立
4,We paid for tickets via their website which was just entry but they have pillars with headphones you can use inside if you want. We had walked past and our guide had told us about it so we didn’t get a tour. We just went to get a feel for inside and paid entry only.,中立,中立
5,"The Pantheon of Rome is an ancient religious building located in the Piazza della Rotonda! The name of the pantheon comes from the ancient Greek epithet pantheon, which means ""of all the gods""! There was a long line to get in and it wasn't worth it.",負面,負面
5,"We had booked a hotel close to the Pantheon and passed this unique building every day. We marvelled at the fact that the Pantheon has survived till this day, because some centuries ago the Catholic Church had lost interest in the Pantheon and even allowed Bernini to scavenge bronze from the Pantheon to use for the 'baldacchino' in the newly built St. Peter Cathedral. The Pantheon could have gone the way of the Colosseum easily, where large parts were scavenged as building material. But luckily we still may be speechless at a rather unscatched  Pantheon, outside and inside. However the time that you could shuffle into the Pantheon unchecked for free has gone. Now you have to buy tickets and stand in line.",中立,中立
4,"A site that in my opinion is a mustIt is important to arrive in the middle of the week and not at the weekend, so it is much busierThe entrance is paid differently than before when it was freeA bit of history",中立,中立
5,"Very beautiful site to see there is only one room. We took the wire-free ticket online on the official Pantheon website with audio guide in French. However, it is very poorly marked. You must pick up a voucher for your ticket 10 minutes from the Pantheon in a small shop. The address is indicated on the ticket. Then you can enter the Pantheon. It wasn't very well signposted and it was unpleasant. We wasted 20 minutes going back and forth and it was difficult to understand where we should go to get the ticket. You need Google maps to be guided on foot.",負面,負面
5,"The Pantheon in Rome is one of the most significant buildings in the world that remain from the Roman Empire. Once the Antheon was used as a Roman temple, now it's an important church. The Pantheon dates from AD 125. The Pantheon's hand-made dome is amongst the largest in the world. It served as a model for Brunelleschi's famous dome in Florence and the US State Capital in Washington DC. The Pantheon is an ancient Roman building that remains in service.",中立,中立
4,"The wonderful visit. It is preferable to do it with an audio guide so that it makes sense. Of course, making a prior reservation through a company (in our case VIATOR) is a TEASE (at least in low season, when the lines are not long): they charged us €18/pax for entrance with audio guide, if you get the ticket there it is €5 + €5 audio guide.",負面,負面
5,"The pantheon is a monument to see and do, but above all, don't buy a ticket in advance because you will be offered exaggerated prices! We were offered 16€ per person, we arrived on site and saw a machine for 5€ per ticket per person and 2€ for 18 to 25 year olds!",負面,負面
5,I visited the Pantheon on Jan. 29th as part of a guided tour I was taking as it was one of the stops. It is quite a site with incredible history and beauty. Unfortunately we didn’t have much time at this stop on our tour and it was extremely crowded. My advice is to book a specific guided tour for the Pantheon or get one of the recorded tour audios. Also keep an eye out for pickpockets in the area and go early morning for reduced crowds.,中立,中立
5,"It is very sad to think that Pantheon used to be a temple for the Greek/Roman gods ended up being now a Christian church !! However   , I still fill the energy and the vibe of the Greek/Roman gods .Very beautiful architecture!",中立,中立
4,"Opinions are certainly somewhat divided when it comes to the Pantheon, as it is one of the most popular buildings in Rome.The square with the fountain in front of the Pantheon is really worth seeing and the Pantheon itself, with its ""youthful age"" of 2,000 years, looks damn good, the classic social media hotspot (o;The large, impressive dome with the wall paintings dominates inside, of course, but because of the ""rain window"" in the middle of the dome, everything inside only takes place at the edge and it feels like 50% of the stone floor in the Pantheon is cordoned off.And when the queue at the ticket office stretches all the way to the forecourt, it's better to ""just"" enjoy the impressive facade.",中立,中立
4,"Spectacular and important monument. Absolutely “worth a journey” and a must see cultural site in Rome.As a result it’s crowded. Staff are patient and helpful which is amazing considering the number of visitors and the POORLY RUN TICKETING SYSTEM THAT DOES NOT ACCEPT CREDIT CARDS AFTER YOU SPEND 10 MINUTES FILLING OUT UNNECESSARY INFO and then blows up.  We bought a ticket in person from the box office finally - another friend in line had an Italian family take pity on him and they simply bought a ticket and gave it to him, a very kind and typically Roman gesture. Beware the nasty English speaking guides hustling you for a 15 Euro tour on the plaza, they are pushy and horrible.",負面,負面
4,"Nice opportunity to learn Rome history. I also attended Christmas Eve church service there, they kept us standing in line and began letting us in once the service was started.",中立,中立
4,"It is a marvelous work of architecture, Roman empire at its peak. Unfortunately it was very crowded which delayed our entry more than expected",中立,中立
4,Obviously this is one of the more famous Roman landmarks so when you visit be prepared for crowds. And pickpockets. Never let anyone within arm's reach of your person for safety's sake.,中立,中立
5,"Amazing city. Every step and story. Suddenly through the straits the wonderful sights loomed.A little attention only to the taxi drivers, for two kilometers they may ask you €40.!!!",負面,負面
4,download vox city app pay at the front & using head phones do a self tour for under 10 euros instead of paying the tourist co,中立,中立
5,"Built in the year 106Once temple of several gods then Catholic church.So now the gods are gone and the church is decorated as Catholic churches should be now.The world's largest unsupported dome.Large round hole in the middle of the dome, which is open to the outdoors.And the only natural light source in the church.Raphael's tomb is located here.",中立,中立
4,It's a good place. It's small and there are too many people. If you are patient it is a good place. You have to wait too long to enter even with a ticket purchased in advance.,負面,負面
5,"Queue moved quickly. Once in the ticket area the lady added how old my daughter was and I said 14 years. I even had her passport, no problem the lady said, she is free, get a ticket from the lady sat on the chair outside and she will give you a ticket. So we did. The woman's face was full of disgust and anger as she begrudgingly handed us a ticket. I'm still unsure what we did wrong??Once inside the information on boards is very interesting and the ceiling us quite something to see.Sadly another experience of an unfriendly Italian,  before you say anything, my great grandmother was an Italian countess, full of grace, kindness and beauty! Perhaps uts just Romans!",負面,負面
4,Wonderful experience but where you have to pick up tickets is confusing and hard to find for someone from another country,中立,中立
4,"You can't go to Rome without seeing the Pantheon, a Roman monument among others. but seen from the outside, nothing exceptional",負面,負面
4,Impossible to hope to enter without having reserved your ticket in advance. Huge lines that made us turn back but we had to try,負面,負面
5,"Went yesterday Oct. 6th about 12 Noon. IGNORE all the warnings in the guide books and online saying there is some dress code and that both men and woman must have knees covered. NO SUCH RULE EXISTS (maybe on Sundays) and 90% of people in there were wearing shorts (or even less). Also, we didn't see where reservations were needed. There were two lines- one for those paying with cash (5 Euros each) and the other for those using credit cards. We paid cash and the line was 10 minutes at most. The line for credit card or vouchers was MUCH longer. This is a must see in Rome.",正面,負面
5,The Phanteon of Rome. It is a columned monument which dates from the Roman era. As if we were there. We imagine the people who lived there two thousand years ago. And even if everything has been rebuilt over the centuries. A square full of tourists. A huge queue to get inside.,中立,中立
5,"We weren’t sure if we would be able to get into the Pantheon, we didn’t have advance tickets and we had heard that the queues were usually long  and you might wait for ages.On arrival we found that the queues were  indeed long and the ticketing system a little confusing, people were offering us tickets and tours but we ignored them as were unsure if they were genuine.There were several queues, some for prepaid tickets and some to buy a ticket….we eventually discovered from the quite helpful ticket staff that we could buy tickets online using the QR code on their display board… this took about a minute and we got in almost immediately.Once inside we  were so glad that we were seeing this amazing building that even today defies modern science as to exactly how it was constructed.It has the original Roman doors….imagine that.It was busy but not overly busy, we could explore and read the information about the church and it’s history, we did not have a guided tour but we will when we return.It’s an amazing place, we gazed up at the dome and tried to imagine all the people who had passed the same way in the previous ages, fantastic and well worth visiting.I recommend you have a guide of some kind and allow plenty of time to absorb just being there as well as the beauty of this ancient building.",正面,中立
4,"Nice old building turned into a church, very beautiful, jut take ten minutes to see. The official ticket is 5 euros, at the entrance.If you go you get tickets at the door, we don’t know we pay 19 euros at the agency. To be honest its not worth more 5 euros.",負面,負面
4,"It is only fairly recently that there has been a charge to visit The Pantheon. It is free entry for some, which is clearly stated on the information boards. We did not have tickets, so we joined a queue, arriving around 10am. We queued for about half an hour. Not having arranged a tour, we walked around looking at the architecture and decoration of the building. We spent about half an hour looking around.",中立,中立
4,Been to the Pantheon twice before.  Never seen crowds as much as this time.  Long line to access all standing directly in the sun.Impressive Building.    Interesting interior and offers historical context.Suggestion avoid summer near noon thru mid afternoon.On a plaza with quite a few restaurants,中立,中立
4,"Tickets now required as of the beginning of July 2023. The website was not working to buy direct but may be possible to buy through a broker with up charge. We had to arrange through the hotel and then at the door they made us buy new tickets. If I went back, I'd investigate further and make sure you have tickets in addition to a tour!",負面,負面
4,"Worth a visit as the inside of the dome is spectacular and because of its influence on ancient and modern architecture. However, there is not much to see inside other than that. Pre-book timed tickets online or you will spend more time queuing to get in than you will actually inside. You can book tickets on the Musei Italiani website (search for musei italiani pantheon).",中立,中立
4,"I recommend seeing it, but it might be better to skip entering. The line to get in can be quite long. By the time you finally get to buy tickets, you might realize that you've already seen everything there is to see.",負面,負面
4,"We visited the Pantheon today (5th July 2023), which is just the third day that you now have to buy a ticket to enter (previously it was free). Beforehand I bought tickets to the guided tour on the official pantheon website (not the audio guide, an actual tour with a person) and also bought entry tickets online. These were provided to me in two separate ticket PDFs. However even if you buy tickets online, we were still told to wait in the line for the tickets. Please note when facing the pantheon there are two lines. At the time we were there, the line on the right was for buying tickets with a credit card. The one on the left was for paying with cash.We started waiting in line at 2:05pm ahead of our 3pm guided tour time. When we were close to the entry doors a staff member checked our tickets and then escorted us to the front of the line, saving us maybe 10 minutes more waiting.  Another staff member scanned our entry tickets again and then gave us a paper ticket that a guard then ripped off. Not sure what the point of that was. The system seemed a bit chaotic and they clearly are still ironing out issues. We were directed to the audio guide counter to show our ticket for the guided tour. At this point it was 2:45pm.After all that we were told to wait by the audio guide counter and then our guide met us at exactly 3pm. We were the only ones in the tour so we had a private tour! Our guide was fantastic and clearly very passionate. She also had great historical diagrams and photos on her ipad that were very interesting to me as an engineer.Overall the experience was great and the Pantheon is well worth visiting. However I've taken a star off because of the hectic ticketing system and that we still had to wait 40 minutes in the line even though we'd bought 'reserved' tickets online.",負面,負面
4,No one to tell us where to go so very confusing. Get in the general admission line then get your audio equipment. Not sure we really needed to pay for a reservation.,負面,負面
4,"The Pantheon is always impressive with its carved ceiling, thinking about the craftsmanship to build such a structure 2000 years ago is just mind blowing. We enjoyed looking around both the inside and the exterior, though the interior was incredibly crowded. There are now metal corrals for tourists to queue in (weren't there when we visited 10 years ago) which help somewhat but also detract from the front steps of the building where you used to be able to stand or sit between the pillars while admiring the giant front doors.",正面,中立
4,"Booking the audio tour in advance made it much quicker on the day. Good info, the narrators were kind of dull.  Amazing building, every nook and cranny.",中立,中立
4,Friendly staff and easy to understand audio tour. I didn't give it 5 stars because the audio tour didn't follow a path around the building. So we heard info on one area then had to turn around to another area.,中立,中立
4,"Nicely to walk around is the spacious & grand circular floor which is likely ""one of marble"" (although not to walk through the floor for some reason) but really not much time is needed I would say with just ""pretty plain"" altar & small alcoves in the wall among which is the tomb of Victor Emmanuel II the ""1st king"" of Italy (all plain with only statues of saints & such and with nothing else of additional decorations).  And apart from looking around is also to look up to the interior of the ""sizeable dome"" above with some elaborate designs & such, and actually also pretty impressive to look up not inside but just before entering this temple are these ""great pillars"" of nice lengths & sizes (with ""some time"" to view those pillars in my case since there was a line-up to enter starting from the small square outside then through the pillars to get to the temple entrance).Located at just about a 15-minute walk north from the Victor Emmanuel II Monument building (with ""2 chariot sculptures"" on its top & a number of statues around the building), the visit to this temple was followed by those to: the Loyola Church (with a beautiful ""ceiling mural"" which can also be viewed in the ""slanted mirror"" on the floor); the Trevi Fountain (with a set of great statues at a little higher up and water flowing from under them to the pool a little below); and the Spanish Steps (a ""pretty wide"" staircase between buildings along both sides and with a small church all the way at the top).  And yes, the area overall is also ""quite a crowded one"" with many narrow streets which are also lined with plenty of souvenir shops (kind of an ""old town"" area I would say with many colorful heritage buildings but among them also some grand-stately ones with front pillars & such).",中立,中立
5,Go early in the morning to minimize the time waiting in queues.  We went in mid-May at around 10am and the wait was only around 15 minutes (or less).  Well worth seeing (but be wary of pickpocketing).,中立,中立
4,We went on the first Sunday of the month and it was free. Only had to queue for about 15 minutes. Don’t forget to cover shoulders.,中立,中立
5,Perfect for a quick trip through.  I can't imagine spending any more time than this in that building unless you are in love with facts and historical information.,中立,中立
5,Made a reservation on line. It is free but if you want to learn about the church they have different language audio guide for about €8.5.  Easy to do. Previously a Roman temple now a Catholic Church.,中立,中立
5,"There was a very large queue that went around the square but it passed very quickly so don’t stop entering the queue. It was built by Adrian in 126 AD. C where there was previously a temple built by Agrippa.Inside you even have benches where you can sit and admire the largest mass concrete dome in history. It's even bigger than the one built in the Vatican that was based on this one. It has a diameter of 43.44 meters.In the center it opens to the sky where rainwater can enter, called OCULO and is 9 meters in diameter.Buried are Kings Vitorio Emmanuel II and his son Humberto I as well as the painter Raphael.",中立,中立
4,We walked to the Pantheon from the Trevi Fountain and decided not to queue to walk inside. It is nothing like the size of the Basilica and we gave it a miss,負面,中立
4,"Free admission, the line despite being long is flowing because actually being a round structure with not much to see except the two tombs of the kings (albeit fascinating) you can visit it in a few minutes. A reservation may be required on weekends. Inside there are audio guide totems at a cost of 2 euros.",中立,中立
4,"Effective but not 100% necessary. It helped the experience a lot and the pantheon is amazing, but the audio guide can get a little boring and give you a little unnecessary.",中立,中立
5,"Free to enter, but during peak season queues likely to be lengthy Amazing roof structure Audio tour or guided tours availability",中立,中立
5,"This is a former Roman temple and, since 609 AD, a Catholic church (Basilica di Santa Maria ad Martyres or Basilica of St. Mary and the Martyrs) in Rome. Originally  on the site of an earlier temple commissioned by Marcus Agrippa during the reign of Augustus, It was rebuilt by the emperor Hadrian and probably dedicated c. 126 AD. The building is cylindrical with a portico of large impressive granite Corinthian columns.  It is regarded as probably the best-preserved of all Ancient Roman buildings, mainly due to it being kept in continuous use. The Pantheon is free to visit, but you may have to stand in line as they control the amount of people inside at any one time. You can hire an audio guide for about 8.5 euro's or have the full guided tour for about 25 euro's. It is open every day 9.00 am – 7 pm (last entrance at 6.45 pm).",中立,中立
4,I tried to visit on a Sunday in January but the line was huge.  Returned during the week and no problema getting in right a away.  I had wanted to visit while it was raining but alas the rain stopped when I got there.  It was pretty cool.  Walk around the outside to get the full 'gee this is old' experience.,中立,中立
4,"Hole in the roof is supposed not to have rain fall through it - and yet...plenty of ""wet floor"" signs around - still beautiful though - free to enter but you need to book online",負面,負面
5,"Anything about the building is much better explained in many sites that what I could ever say. I would only like to mention the  feelings that, as a classic Rome lover, invaded me just starting when facing the building from the outside. Once in the interior, just try to isolate from crowds of visitors and you will hear the building talking directly to you about what and how was the life in Rome 2000 years ago.",正面,中立
5,"the pantheon is a really beautiful temple, it's a pity that visits were closed on that day, fortunately we were able to admire it from the outside",中立,中立
4,"We didn't book in advance, and we really should have done so.  if you're going on a Saturday, Sunday or  bank holiday Monday you need to make a reservation - no need to pay for any tour, as its a Church its free to enter (though donations are welcome)",中立,中立
5,"Recommend visiting this landmark but be careful around people trying to sell you bracelets. This doesn't take away from the beaty of the building, but it's important to note.",中立,中立
5,Free admission but you have every interest in taking an audio guide (1 for 2 is enough) because the comments are very interesting and complete the tour which otherwise is very fast.,中立,中立
4,Be prepared for long lines to get in. It is free to enter and it depends if you want to buy an audiobook. You can enjoy without it.,中立,中立
5,"It was beautiful outside, but we did not get to go in as tickets were already sold out. When we go back we will be ready!!!",中立,中立
5,standing in line outside for quite a long time (entrance is free) can be a pain when it's hot and sunny so go out of season,負面,負面
5,"Obviously you have to stop.  A tour is nice, but you can go through without one, and just read the signs.  Ticket gets you to the Forum and Palatine Hill- definitely do those too.",中立,中立
4,"The Pantheon itself is worth seeing.The audio tour is nothing real special. However, on weekends you will be granted entry even on short notice.To conclude, the entry in the Pantheon is worth the money - even if entry usually is free of charge.",中立,中立
4,"Packed when we went and loads of people talking than being silent (due to being in a church). We took the audio guide which was really informative. Although there was large queues, they did move quickly.",中立,中立
5,"Do not expect just to arrive and get in. Most visitation spots get filled within seconds. Access the Pantheon official website and reserve your visit time. Also, add an audio guide to make the whole experience complete. Having a pre-booked reserved time, make sure you arrive on time. You will guarantee entrance. Enjoy!",中立,中立
4,"We didn't know you have to book ahead for this, unfortunately. We visited on Saturday morning, learned that we need a ticket (which is free) and they were sold out for that day and the next. Very sad for us. so learn from our mistake! :) It is worth seeing from the outside, especially at night from the restaurants nearby.",負面,負面
5,"The line is pretty long but moves very fast. Also, I made a mistake and thought I bought a skip the line ticket. Nope. You can go online and buy an audio guide for a slotted time. But that doesn't mean you can skip the line once you get there. Love the Pantheon and history of it through.",中立,中立
4,"We bought and paid for a guided tour of the Pantheon.  On the ticket it states to go an hour before your tour since the line could be that long.  When we got there, there was hardly a line so we were there about an 1 1/2 early.So, we had a choice to go back outside and wait or do the audio guide, which we opted to do.  The audio guide wasn't that bad pretty self explanatory as to which site you are seeing.Be sure to wear coverings of the shoulder and cover the knees",中立,中立
5,"We went at the end of the day, and the line was much shorter, but it was a bit chaotic as it's not clear where the line starts/ends. Definitely do comeback at night to see it, and the square around it, lit up.",中立,中立
4,"PROS- Knowledgeable tour guide.- Small group size (6 total).- Provided with a headset.CONS- Guide did not utilise the full floor space (only used about 10%).- No separate queue outside for pre-booked official guided tours.- Again no separate queue once inside, which adds to waiting time.",負面,負面
5,"This ancient structure is an engineering marvel. Not happy that the Catholic Church made it its own. Would have preferred to see it in an ancient Roman theme (statues, etc.)",負面,負面
5,"A very popular attraction that can result in very long queues due to a limit on the number of people allowed in at any time. Be aware that entrance at the weekend has to be booked and paid for online at least a day in advance. During the week, entrance is free and on a first come, first served basis.Once inside you realise why it is so popular, with more to see than is immediately obvious",中立,中立
4,"Stunning, Huge, from every angle it seems very big. Although inside there are very few things to see compared to other attractions.",中立,中立
5,"The Pantheon  was built by Hadrian around  126 AD and became a Roman Catholic church in  609 which makes it a historically significant building and still has the claim to have the large un-reinfoced concrete dome .It is free to enter and usually crowded. Panthoen comes from the Greek words, Pan which means ALL and Theon, which means GODS.",中立,中立
4,"***Bring a shawl/jacket to cover your shoulders You cannot enter the Pantheon with your shoulders/chest uncovered.  If you forget to bring something to cover up with, they will not let you in.  There were about 14 men trying to sell shawls to people in the queue.  I fell for the trap & had to pay €5 for one. Your legs/stomach (i.e. if you’re in a crop top) seem to be allowed on show. The queue looks long but it goes very quickly.  Entry is free.",負面,負面
4,"Admission is free without reservation. But if you want audio guide you have to pay €8.50. There is in Spanish and it lasts about 45 minutes. Personally it wasn’t worth it, as much of the information can be found on the Internet. Of course, the monument is impressive.",中立,中立
5,Really impressive but unfortunately we only saw the outside as silly me didn’t have a scarf to cover my shoulders. It’s super hot in summer but make sure to take a light scarf so you don’t miss out because I would have loved to go inside.,中立,中立
4,"Again a must see, but crowded which takes away from the experience.  But it should be on your Rome list.",中立,中立
4,"The history is very cool, but nothing to hang out at for a longer period of time.  See it and move along",負面,負面
5,"Ticketed at weekends but I think tour operators take all the tickets to sell to unsuspecting tourists! No need to book during the week so we waited until then to visit as we had 5 days, would have been disappointing if we had only had the weekend.  The building itself is very impressive and a joy to see inside.",中立,負面
5,"There are no lights in this building.  There is an opening in the roof that lets light in.  When it rains, the rain just falls onto the floor of the building.  There are pictures and artifacts to view inside.  So much history!I watched a TV show about the building before we went.  I'm glad I did because I knew a little more about the architecture of the building.",中立,中立
4,"My fiancé is a huge history nerd so we were really looking foreword to this. We turned up on a Saturday to find you need a reservation, so we couldn’t go in. We then went back the following Tuesday, queued up to be then told by one of the guards that because my fiancé was wearing a vest top we couldn’t go in. The guard was very patronising and unprofessional . So we went to a nearby shop and my fiancé bought a T-shirt to put on. We queued up again and finally got in. When we got inside we were a little underwhelmed. The outside of the pantheon is more impressive than the inside. Inside it’s just a church, and there’s more grand and beautiful churches than that in Rome. To top it all off there were more grumpy guards walking around inside telling us and other people to take our caps off, but other hats were allowed apparently. Don’t bother with a paid tour as it’s small inside. There were no signs outside stating the dress code, the guards were rude and kinda ruined the experience. We obeyed the rules when told to, it wasn’t clear there were any rules and there was a lot of people being shown away because they weren’t dressed accordingly. The rules were more enforced here than when we went to the Vatican. We had a better time eating ice-cream and sitting by the fountain outside and admiring the pantheon building.",負面,負面
5,"See the architectural wonder all other domes in the Western tradition are modeled after. But be sure to bring something to cover your shoulders! You can't enter with bare shoulders...I was forced to quickly purchase one from a street vender for 5 euros. Also, the line to enter is long, but it moves quickly.",中立,中立
5,"Shoulders must be covered- please bring something with you if you are wearing a tank top - bring a scarf, jacket or something to cover up your shoulders; they are strict.",中立,中立
4,Be prepared as this is a church.   to have  ladies cover shoulders  and  below  knees. Shawls are  sold on site by vendors for $20 Eu's .  amazing  structure  for  the time build,中立,中立
4,"Go during off peak hours (before 10 and after 7), be careful of scammers trying to 'give' you bracelets and jewellery.",中立,中立
4,"Get to the pantheon  early to avoid the queues and ladies make sure  your shoulders are covered, take a shawl!",中立,中立
4,There was along queue to get in to the Pantheon and you do have to be aware as in most busy areas of pickpockets but it is well with visit,中立,中立
5,"VERY busy get there early and the cue moves super fast, later in the day you are in line in the sun.",負面,負面
5,The Pantheon is a former Roman temple and now a working Catholic Church. Tickets are required but can be purchased on-site. Go early to avoid the crowds.,中立,中立
4,Come early and you can get in line pretty easily. Once inside you sort of make your way through on your own. We just brought a guide book to read about a few specific elements. There isn't a lot inside so definitely less than hour is needed even if you are very interested in history & like taking pictures. Really the enjoyment is being in the enormous space and having a feel for what it would have been like.,中立,中立
5,"Really worth a look, but thought that we benefited greatly by having a guide help to explain all that was going on.",中立,中立
4,Don't visit in the morning. There is a long queue . And in the afternoon the last admission is at 6 45.,負面,負面
4,"Completely free to enter for the public, but the queues can be LONG at certain times - snaking round the piazza. We came back the next day and walked right in, no queue - so don't be disheartened.",中立,中立
4,"Wonderful place but  headset desk in wrong place, on way out! Directions were to go right but it was on the left on way to exit! Could do with a sign outside. Videos for 2 euros well worth it. Go early!",中立,負面
5,"I am not sure if it was an official guided tour, but someone asked us if we wanted to join their tour for €15. The tour guide seemed knowledgeable and it matched what we heard during other tours, and it worked as a “skip the line” situation. I don’t think that was necessary and I bet the audio tour is just fine. The line seems overwhelming around but it I believe it moves fast.",中立,中立
5,"What an incredible building, so much history under one roof and it's stood for nearly 2000yrs. We had to queue to show our covid pass which seemed a bit nonsensicle. We were queued bunched up without masks to walk into a place where social distancing was pretty easy. More chance catching covid in the queue than in the building itself. One thing I would note. We ate at a restaurant in the square around the Pantheon and it was lit up with a light show. It's the Pantheon. Surely it's grandeur speaks for itself and doesn't need an extravagant light show to illuminate it. A plain white light would have been better rather than the technicolour display we saw.",負面,負面
4,"Short visit but nice. I don't understand why you have to make a reservation, when they have enough staff to control the access.",中立,中立
5,"Unlike a couple of hours earlier, by midday the area was now packed and we waited for 20 minutes in the queue.  We actually joined a tour along with a Scottish couple to learn a bit about the history.  The guards in the building were obsessive about face masks and mask positioning which was quite ironic as most people in the queue didn't even put them on until they went in!  The guide explained about this being one of the earliest Imperial buildings although it was then repaired and rebuilt by Hadrian at the turn of the first century. Unlike most of the pre Christian temples, this wasn't destroyed by over zealous Christians and was converted into a church.  The design was quite incredible with the dome slowly decreasing in thickness as it climbed and the building materials being swapped for lighter versions, eventually ending at pumice for the very top.  The oculus at the centre is open to the elements and represents the pathway to heaven, being where Romulus was allegedly transported to heaven after being struck by lightning.  The dome is apparently the largest unsupported dome in the world and Michealangelo built the dome of St Peters half a metre smaller as a sign of respect.",中立,中立
5,Make sure you take the time to also walk around the outside and check out where the old 'street' level of Rome was.,中立,中立
5,"Love the Roman Culture, but the queue was long and took some time to get in, Generally a good Experience and plenty to see in the Neighbourhood",中立,中立
5,As I remember cause of the movie angels and demons this place it’s rom my point of you the symbol of Rome…,中立,中立
5,"Pantheon Rome Pantheon Roma December 2021 820689077 Visited the Pantheon as one of the ""must see"" attractions in Rome. Current Covid rules mean you MUST have a current covid vaccination ""green pass"" (UK NHS online) AND a photo id. This can be a photo drivers licence but they did accept a photo of my passport. No pre-booking necessary if you go mid-week but a reservation is required on weekends and Bank Holidays. This can be done online by visiting the Pantheon website (just search for Pantheon Roma).The structure and artwork inside is very impressive but a little underwhelming if you've already seen the Vatican and its museums. For the best impression, do the Pantheon first.",中立,中立
4,"Must-see visit Admission is free but many sites offer you to buy a skip-the-line ticket , which is a scam because even with this ticket you have to queue like everyone else.Tip: go early and buy only the audio guides that really explain the history of this monument",負面,負面
4,"Quite a queue to get in but this was due to the checking of corona passes. A very well kept building but I was more impressed with the outside than inside, maybe we’d seen too many buildings that day.",中立,中立
4,There were long queues but it hardly took 20 min in the queue. we did not book any guide for Pantheon visit.,中立,中立
4,"Due to covid restrictions, the wait is quite long during peak hours (20+ mins). It's just one big room. I highly recommend you take part in a guided tour or at least get yourself an audio guide, otherwise you'll be done in a handful of minutes.",負面,負面
5,"make sure to get tickets ahead of time, and even still there is a really really long line, there are cafes all around if you want a refreshment or bite to eat.",中立,中立
4,It’s a must see in Rome. Nevertheless you should try to get there pretty early because if not you’ll have to queue up for at least an hour.,中立,中立
4,Come early and avoid the waiting line. From about 10:30 it can get rather crowded and it takes some time to get in.,中立,中立
